case,state_id,state,p_NN,p_NG,p_NB,p_GN,p_GG,p_GB,p_BN,p_BG,p_BB,part1_missing_prob,part1_good_prob,part1_bad_prob,part2_missing_prob,part2_good_prob,part2_bad_prob,defect_prob_if_assemble,best_action,best_action_kind,best_action_part,best_product_test,best_disassemble,one_step_cost,terminal_prob,continuation_prob,self_loop_if_repeated,value
2,6,GG:0.8;GB:0.2,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.0,0.0,0,1.0,0,0,0.8,0.2,0.3600000000,inspect_p2,inspect,2,,,3,0.0,1.0,0,18.5
2,7,GG:0.8;BG:0.2,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.2,0.0,0,0.8,0.2,0,1.0,0,0.3600000000,inspect_p1,inspect,1,,,2,0.0,1.0,0,13.75
2,8,GG:0.64;GB:0.16;BG:0.16;BB:0.04,0.0,0.0,0.0,0.0,0.64,0.16,0.0,0.16,0.04,0,0.8,0.2,0,0.8,0.2,0.4880000000,inspect_p1,inspect,1,,,2,0.0,1.0,0,22.0
2,9,GG:0.444444;GB:0.555556,0.0,0.0,0.0,0.0,0.444444,0.555556,0.0,0.0,0.0,0,1.0,0,0,0.444444,0.555556,0.6444448000,inspect_p2,inspect,2,,,3,0.0,1.0,0,27.833345
2,10,GG:0.444444;BG:0.555556,0.0,0.0,0.0,0.0,0.444444,0.0,0.0,0.555556,0.0,0,0.444444,0.555556,0,1.0,0,0.6444448000,inspect_p1,inspect,1,,,2,0.0,1.0,0,16.41667
2,11,GG:0.262295;GB:0.327869;BG:0.327869;BB:0.081967,0.0,0.0,0.0,0.0,0.262295,0.327869,0.0,0.327869,0.081967,0,0.590164,0.409836,0,0.590164,0.409836,0.7901640000,inspect_p2,inspect,2,,,3,0.0,1.0,0,29.081968
2,12,GG:0.137931;GB:0.862069,0.0,0.0,0.0,0.0,0.137931,0.862069,0.0,0.0,0.0,0,1.0,0,0,0.137931,0.862069,0.8896552000,inspect_p2,inspect,2,,,3,0.0,1.0,0,35.879311
2,13,GG:0.137931;BG:0.862069,0.0,0.0,0.0,0.0,0.137931,0.0,0.0,0.862069,0.0,0,0.137931,0.862069,0,1.0,0,0.8896552000,inspect_p1,inspect,1,,,2,0.0,1.0,0,18.715517
2,14,GG:0.06639;GB:0.414938;BG:0.414938;BB:0.103734,0.0,0.0,0.0,0.0,0.06639,0.414938,0.0,0.414938,0.103734,0,0.481328,0.518672,0,0.481328,0.518672,0.9468880000,inspect_p1,inspect,1,,,2,0.0,1.0,0,32.755176
2,15,GG:0.031008;GB:0.968992,0.0,0.0,0.0,0.0,0.031008,0.968992,0.0,0.0,0.0,0,1.0,0,0,0.031008,0.968992,0.9751936000,inspect_p2,inspect,2,,,3,0.0,1.0,0,38.68604
2,16,GG:0.031008;BG:0.968992,0.0,0.0,0.0,0.0,0.031008,0.0,0.0,0.968992,0.0,0,0.031008,0.968992,0,1.0,0,0.9751936000,inspect_p1,inspect,1,,,2,0.0,1.0,0,19.51744
2,17,NG:0.800001;NB:0.199999,0.0,0.800001,0.199999,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0.800001,0.199999,,buy_p1_test,buy,1,,,7.5,0.0,1.0,0,25.999974
2,18,GN:0.800001;BN:0.199999,0.0,0.0,0.0,0.800001,0.0,0.0,0.199999,0.0,0.0,0,0.800001,0.199999,1.0,0,0,,buy_p2_test,buy,2,,,26.25,0.0,1.0,0,39.999992
2,19,GG:0.014023;GB:0.438212;BG:0.438212;BB:0.109553,0.0,0.0,0.0,0.0,0.014023,0.438212,0.0,0.438212,0.109553,0,0.452235,0.547765,0,0.452235,0.547765,0.9887816000,inspect_p2,inspect,2,,,3,0.0,1.0,0,33.737069
2,20,GG:0.006359;GB:0.993641,0.0,0.0,0.0,0.0,0.006359,0.993641,0.0,0.0,0.0,0,1.0,0,0,0.006359,0.993641,0.9949128000,inspect_p2,inspect,2,,,3,0.0,1.0,0,39.333076
2,21,GG:0.006359;BG:0.993641,0.0,0.0,0.0,0.0,0.006359,0.0,0.0,0.993641,0.0,0,0.006359,0.993641,0,1.0,0,0.9949128000,inspect_p1,inspect,1,,,2,0.0,1.0,0,19.702307
2,22,GG:0.800001;GB:0.199999,0.0,0.0,0.0,0.0,0.800001,0.199999,0.0,0.0,0.0,0,1.0,0,0,0.800001,0.199999,0.3599992000,inspect_p2,inspect,2,,,3,0.0,1.0,0,18.499974
2,23,GG:0.640001;GB:0.159999;BG:0.16;BB:0.04,0.0,0.0,0.0,0.0,0.640001,0.159999,0.0,0.16,0.04,0,0.8,0.2,0,0.800001,0.199999,0.4879992000,inspect_p2,inspect,2,,,3,0.0,1.0,0,21.999974
2,24,GG:0.800001;BG:0.199999,0.0,0.0,0.0,0.0,0.800001,0.0,0.0,0.199999,0.0,0,0.800001,0.199999,0,1.0,0,0.3599992000,inspect_p1,inspect,1,,,2,0.0,1.0,0,13.749992
2,25,GG:0.640001;GB:0.16;BG:0.159999;BB:0.04,0.0,0.0,0.0,0.0,0.640001,0.16,0.0,0.159999,0.04,0,0.800001,0.199999,0,0.8,0.2,0.4879992000,inspect_p2,inspect,2,,,3,0.0,1.0,0,21.999994
2,26,GG:0.002836;GB:0.443184;BG:0.443184;BB:0.110796,0.0,0.0,0.0,0.0,0.002836,0.443184,0.0,0.443184,0.110796,0,0.44602,0.55398,0,0.44602,0.55398,0.9977312000,inspect_p2,inspect,2,,,3,0.0,1.0,0,33.946827
2,27,GG:0.001278;GB:0.998722,0.0,0.0,0.0,0.0,0.001278,0.998722,0.0,0.0,0.0,0,1.0,0,0,0.001278,0.998722,0.9989776000,inspect_p2,inspect,2,,,3,0.0,1.0,0,39.466452
2,28,GG:0.001278;BG:0.998722,0.0,0.0,0.0,0.0,0.001278,0.0,0.0,0.998722,0.0,0,0.001278,0.998722,0,1.0,0,0.9989776000,inspect_p1,inspect,1,,,2,0.0,1.0,0,19.740415
2,29,GG:0.444446;GB:0.555554,0.0,0.0,0.0,0.0,0.444446,0.555554,0.0,0.0,0.0,0,1.0,0,0,0.444446,0.555554,0.6444432000,inspect_p2,inspect,2,,,3,0.0,1.0,0,27.833292
2,30,GN:0.799999;BN:0.200001,0.0,0.0,0.0,0.799999,0.0,0.0,0.200001,0.0,0.0,0,0.799999,0.200001,1.0,0,0,,buy_p2_notest,buy,2,,,18,0.0,1.0,0,40.000002
2,31,GG:0.262296;GB:0.327867;BG:0.32787;BB:0.081967,0.0,0.0,0.0,0.0,0.262296,0.327867,0.0,0.32787,0.081967,0,0.590163,0.409837,0,0.590166,0.409834,0.7901632000,inspect_p1,inspect,1,,,2,0.0,1.0,0,29.081915
2,32,GG:0.444446;BG:0.555554,0.0,0.0,0.0,0.0,0.444446,0.0,0.0,0.555554,0.0,0,0.444446,0.555554,0,1.0,0,0.6444432000,inspect_p1,inspect,1,,,2,0.0,1.0,0,16.416655
2,33,NG:0.799999;NB:0.200001,0.0,0.799999,0.200001,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0.799999,0.200001,,buy_p1_notest,buy,1,,,4,0.0,1.0,0,26.000021
2,34,GG:0.262296;GB:0.32787;BG:0.327867;BB:0.081967,0.0,0.0,0.0,0.0,0.262296,0.32787,0.0,0.327867,0.081967,0,0.590166,0.409834,0,0.590163,0.409837,0.7901632000,inspect_p2,inspect,2,,,3,0.0,1.0,0,29.081975
2,35,GG:0.006358;GB:0.993642,0.0,0.0,0.0,0.0,0.006358,0.993642,0.0,0.0,0.0,0,1.0,0,0,0.006358,0.993642,0.9949136000,inspect_p2,inspect,2,,,3,0.0,1.0,0,39.333102
2,36,GG:0.006358;BG:0.993642,0.0,0.0,0.0,0.0,0.006358,0.0,0.0,0.993642,0.0,0,0.006358,0.993642,0,1.0,0,0.9949136000,inspect_p1,inspect,1,,,2,0.0,1.0,0,19.702315
2,37,GG:0.000568;GB:0.444192;BG:0.444192;BB:0.111048,0.0,0.0,0.0,0.0,0.000568,0.444192,0.0,0.444192,0.111048,0,0.44476,0.55524,0,0.44476,0.55524,0.9995456000,inspect_p2,inspect,2,,,3,0.0,1.0,0,33.98935
2,38,GG:0.000256;GB:0.999744,0.0,0.0,0.0,0.0,0.000256,0.999744,0.0,0.0,0.0,0,1.0,0,0,0.000256,0.999744,0.9997952000,inspect_p2,inspect,2,,,3,0.0,1.0,0,39.49328
2,39,GG:0.000256;BG:0.999744,0.0,0.0,0.0,0.0,0.000256,0.0,0.0,0.999744,0.0,0,0.000256,0.999744,0,1.0,0,0.9997952000,inspect_p1,inspect,1,,,2,0.0,1.0,0,19.74808
2,40,GG:0.137932;GB:0.862068,0.0,0.0,0.0,0.0,0.137932,0.862068,0.0,0.0,0.0,0,1.0,0,0,0.137932,0.862068,0.8896544000,inspect_p2,inspect,2,,,3,0.0,1.0,0,35.879285
2,41,GG:0.799999;BG:0.200001,0.0,0.0,0.0,0.0,0.799999,0.0,0.0,0.200001,0.0,0,0.799999,0.200001,0,1.0,0,0.3600008000,inspect_p1,inspect,1,,,2,0.0,1.0,0,13.750007
2,42,GG:0.639999;GB:0.16;BG:0.160001;BB:0.04,0.0,0.0,0.0,0.0,0.639999,0.16,0.0,0.160001,0.04,0,0.799999,0.200001,0,0.8,0.2,0.4880008000,inspect_p1,inspect,1,,,2,0.0,1.0,0,22.000002
2,43,GG:0.444447;GB:0.555553,0.0,0.0,0.0,0.0,0.444447,0.555553,0.0,0.0,0.0,0,1.0,0,0,0.444447,0.555553,0.6444424000,inspect_p2,inspect,2,,,3,0.0,1.0,0,27.833266
2,44,GG:0.06639;GB:0.414936;BG:0.41494;BB:0.103734,0.0,0.0,0.0,0.0,0.06639,0.414936,0.0,0.41494,0.103734,0,0.481326,0.518674,0,0.48133,0.51867,0.9468880000,inspect_p1,inspect,1,,,2,0.0,1.0,0,32.755142
2,45,GG:0.137932;BG:0.862068,0.0,0.0,0.0,0.0,0.137932,0.0,0.0,0.862068,0.0,0,0.137932,0.862068,0,1.0,0,0.8896544000,inspect_p1,inspect,1,,,2,0.0,1.0,0,18.71551
2,46,GG:0.799999;GB:0.200001,0.0,0.0,0.0,0.0,0.799999,0.200001,0.0,0.0,0.0,0,1.0,0,0,0.799999,0.200001,0.3600008000,inspect_p2,inspect,2,,,3,0.0,1.0,0,18.500026
2,47,GG:0.639999;GB:0.160001;BG:0.16;BB:0.04,0.0,0.0,0.0,0.0,0.639999,0.160001,0.0,0.16,0.04,0,0.8,0.2,0,0.799999,0.200001,0.4880008000,inspect_p1,inspect,1,,,2,0.0,1.0,0,22.000021
2,48,GG:0.444447;BG:0.555553,0.0,0.0,0.0,0.0,0.444447,0.0,0.0,0.555553,0.0,0,0.444447,0.555553,0,1.0,0,0.6444424000,inspect_p1,inspect,1,,,2,0.0,1.0,0,16.416647
2,49,GG:0.06639;GB:0.41494;BG:0.414936;BB:0.103734,0.0,0.0,0.0,0.0,0.06639,0.41494,0.0,0.414936,0.103734,0,0.48133,0.51867,0,0.481326,0.518674,0.9468880000,inspect_p2,inspect,2,,,3,0.0,1.0,0,32.755217
2,50,GG:0.001277;GB:0.998723,0.0,0.0,0.0,0.0,0.001277,0.998723,0.0,0.0,0.0,0,1.0,0,0,0.001277,0.998723,0.9989784000,inspect_p2,inspect,2,,,3,0.0,1.0,0,39.466479
2,51,GG:0.001277;BG:0.998723,0.0,0.0,0.0,0.0,0.001277,0.0,0.0,0.998723,0.0,0,0.001277,0.998723,0,1.0,0,0.9989784000,inspect_p1,inspect,1,,,2,0.0,1.0,0,19.740422
2,52,GG:0.000114;GB:0.444394;BG:0.444394;BB:0.111098,0.0,0.0,0.0,0.0,0.000114,0.444394,0.0,0.444394,0.111098,0,0.444508,0.555492,0,0.444508,0.555492,0.9999088000,inspect_p2,inspect,2,,,3,0.0,1.0,0,33.997855
2,53,GG:5.1e-05;GB:0.999949,0.0,0.0,0.0,0.0,5.1e-05,0.999949,0.0,0.0,0.0,0,1.0,0,0,5.1e-05,0.999949,0.9999592000,inspect_p2,inspect,2,,,3,0.0,1.0,0,39.498661
2,54,GG:5.1e-05;BG:0.999949,0.0,0.0,0.0,0.0,5.1e-05,0.0,0.0,0.999949,0.0,0,5.1e-05,0.999949,0,1.0,0,0.9999592000,inspect_p1,inspect,1,,,2,0.0,1.0,0,19.749617
2,55,GG:0.444443;BG:0.555557,0.0,0.0,0.0,0.0,0.444443,0.0,0.0,0.555557,0.0,0,0.444443,0.555557,0,1.0,0,0.6444456000,inspect_p1,inspect,1,,,2,0.0,1.0,0,16.416677
2,56,GG:0.262294;GB:0.327868;BG:0.327871;BB:0.081967,0.0,0.0,0.0,0.0,0.262294,0.327868,0.0,0.327871,0.081967,0,0.590162,0.409838,0,0.590165,0.409835,0.7901648000,inspect_p2,inspect,2,,,3,0.0,1.0,0,29.081953
2,57,NG:0.800002;NB:0.199998,0.0,0.800002,0.199998,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0.800002,0.199998,,buy_p1_test,buy,1,,,7.5,0.0,1.0,0,25.999947
2,58,GG:0.13793;BG:0.86207,0.0,0.0,0.0,0.0,0.13793,0.0,0.0,0.86207,0.0,0,0.13793,0.86207,0,1.0,0,0.8896560000,inspect_p1,inspect,1,,,2,0.0,1.0,0,18.715525
2,59,GG:0.014023;GB:0.43821;BG:0.438214;BB:0.109553,0.0,0.0,0.0,0.0,0.014023,0.43821,0.0,0.438214,0.109553,0,0.452233,0.547767,0,0.452237,0.547763,0.9887816000,inspect_p2,inspect,2,,,3,0.0,1.0,0,33.73703
2,60,GG:0.444443;GB:0.555557,0.0,0.0,0.0,0.0,0.444443,0.555557,0.0,0.0,0.0,0,1.0,0,0,0.444443,0.555557,0.6444456000,inspect_p2,inspect,2,,,3,0.0,1.0,0,27.833371
2,61,GG:0.262294;GB:0.327871;BG:0.327868;BB:0.081967,0.0,0.0,0.0,0.0,0.262294,0.327871,0.0,0.327868,0.081967,0,0.590165,0.409835,0,0.590162,0.409838,0.7901648000,inspect_p1,inspect,1,,,2,0.0,1.0,0,29.082007
2,62,GG:0.13793;GB:0.86207,0.0,0.0,0.0,0.0,0.13793,0.86207,0.0,0.0,0.0,0,1.0,0,0,0.13793,0.86207,0.8896560000,inspect_p2,inspect,2,,,3,0.0,1.0,0,35.879337
2,63,GN:0.800002;BN:0.199998,0.0,0.0,0.0,0.800002,0.0,0.0,0.199998,0.0,0.0,0,0.800002,0.199998,1.0,0,0,,buy_p2_test,buy,2,,,26.25,0.0,1.0,0,39.999985
2,64,GG:0.014023;GB:0.438214;BG:0.43821;BB:0.109553,0.0,0.0,0.0,0.0,0.014023,0.438214,0.0,0.43821,0.109553,0,0.452237,0.547763,0,0.452233,0.547767,0.9887816000,inspect_p2,inspect,2,,,3,0.0,1.0,0,33.737106
2,65,GG:2.3e-05;GB:0.444434;BG:0.444435;BB:0.111108,0.0,0.0,0.0,0.0,2.3e-05,0.444434,0.0,0.444435,0.111108,0,0.444457,0.555543,0,0.444458,0.555542,0.9999816000,inspect_p2,inspect,2,,,3,0.0,1.0,0,33.999548
2,66,GG:1e-05;GB:0.99999,0.0,0.0,0.0,0.0,1e-05,0.99999,0.0,0.0,0.0,0,1.0,0,0,1e-05,0.99999,0.9999920000,inspect_p2,inspect,2,,,3,0.0,1.0,0,39.499737
2,67,GG:1e-05;BG:0.99999,0.0,0.0,0.0,0.0,1e-05,0.0,0.0,0.99999,0.0,0,1e-05,0.99999,0,1.0,0,0.9999920000,inspect_p1,inspect,1,,,2,0.0,1.0,0,19.749925
2,68,GG:0.444442;BG:0.555558,0.0,0.0,0.0,0.0,0.444442,0.0,0.0,0.555558,0.0,0,0.444442,0.555558,0,1.0,0,0.6444464000,inspect_p1,inspect,1,,,2,0.0,1.0,0,16.416685
2,69,GG:0.800002;GB:0.199998,0.0,0.0,0.0,0.0,0.800002,0.199998,0.0,0.0,0.0,0,1.0,0,0,0.800002,0.199998,0.3599984000,inspect_p2,inspect,2,,,3,0.0,1.0,0,18.499947
2,70,GG:0.640002;GB:0.159998;BG:0.16;BB:0.04,0.0,0.0,0.0,0.0,0.640002,0.159998,0.0,0.16,0.04,0,0.8,0.2,0,0.800002,0.199998,0.4879984000,inspect_p2,inspect,2,,,3,0.0,1.0,0,21.99995
2,71,GG:0.031007;BG:0.968993,0.0,0.0,0.0,0.0,0.031007,0.0,0.0,0.968993,0.0,0,0.031007,0.968993,0,1.0,0,0.9751944000,inspect_p1,inspect,1,,,2,0.0,1.0,0,19.517447
2,72,GG:0.002836;GB:0.443182;BG:0.443186;BB:0.110796,0.0,0.0,0.0,0.0,0.002836,0.443182,0.0,0.443186,0.110796,0,0.446018,0.553982,0,0.446022,0.553978,0.9977312000,inspect_p2,inspect,2,,,3,0.0,1.0,0,33.946787
2,73,GG:0.444442;GB:0.555558,0.0,0.0,0.0,0.0,0.444442,0.555558,0.0,0.0,0.0,0,1.0,0,0,0.444442,0.555558,0.6444464000,inspect_p2,inspect,2,,,3,0.0,1.0,0,27.833397
2,74,GG:0.031007;GB:0.968993,0.0,0.0,0.0,0.0,0.031007,0.968993,0.0,0.0,0.0,0,1.0,0,0,0.031007,0.968993,0.9751944000,inspect_p2,inspect,2,,,3,0.0,1.0,0,38.686066
2,75,GG:0.800002;BG:0.199998,0.0,0.0,0.0,0.0,0.800002,0.0,0.0,0.199998,0.0,0,0.800002,0.199998,0,1.0,0,0.3599984000,inspect_p1,inspect,1,,,2,0.0,1.0,0,13.749985
2,76,GG:0.640002;GB:0.16;BG:0.159998;BB:0.04,0.0,0.0,0.0,0.0,0.640002,0.16,0.0,0.159998,0.04,0,0.800002,0.199998,0,0.8,0.2,0.4879984000,inspect_p2,inspect,2,,,3,0.0,1.0,0,21.999988
2,77,GG:0.002836;GB:0.443186;BG:0.443182;BB:0.110796,0.0,0.0,0.0,0.0,0.002836,0.443186,0.0,0.443182,0.110796,0,0.446022,0.553978,0,0.446018,0.553982,0.9977312000,inspect_p2,inspect,2,,,3,0.0,1.0,0,33.946863
2,78,GG:5.2e-05;GB:0.999948,0.0,0.0,0.0,0.0,5.2e-05,0.999948,0.0,0.0,0.0,0,1.0,0,0,5.2e-05,0.999948,0.9999584000,inspect_p2,inspect,2,,,3,0.0,1.0,0,39.498635
2,79,GG:5.2e-05;BG:0.999948,0.0,0.0,0.0,0.0,5.2e-05,0.0,0.0,0.999948,0.0,0,5.2e-05,0.999948,0,1.0,0,0.9999584000,inspect_p1,inspect,1,,,2,0.0,1.0,0,19.74961
2,80,GG:5e-06;GB:0.444442;BG:0.444443;BB:0.11111,0.0,0.0,0.0,0.0,5e-06,0.444442,0.0,0.444443,0.11111,0,0.444447,0.555553,0,0.444448,0.555552,0.9999960000,inspect_p2,inspect,2,,,3,0.0,1.0,0,33.999887
2,81,GG:2e-06;GB:0.999998,0.0,0.0,0.0,0.0,2e-06,0.999998,0.0,0.0,0.0,0,1.0,0,0,2e-06,0.999998,0.9999984000,inspect_p2,inspect,2,,,3,0.0,1.0,0,39.499947
2,82,GG:2e-06;BG:0.999998,0.0,0.0,0.0,0.0,2e-06,0.0,0.0,0.999998,0.0,0,2e-06,0.999998,0,1.0,0,0.9999984000,inspect_p1,inspect,1,,,2,0.0,1.0,0,19.749985
2,83,GG:0.444448;GB:0.555552,0.0,0.0,0.0,0.0,0.444448,0.555552,0.0,0.0,0.0,0,1.0,0,0,0.444448,0.555552,0.6444416000,inspect_p2,inspect,2,,,3,0.0,1.0,0,27.83324
2,84,GN:0.799998;BN:0.200002,0.0,0.0,0.0,0.799998,0.0,0.0,0.200002,0.0,0.0,0,0.799998,0.200002,1.0,0,0,,buy_p2_test,buy,2,,,26.25,0.0,1.0,0,40.000015
2,85,GG:0.262297;GB:0.327866;BG:0.32787;BB:0.081967,0.0,0.0,0.0,0.0,0.262297,0.327866,0.0,0.32787,0.081967,0,0.590163,0.409837,0,0.590167,0.409833,0.7901624000,inspect_p2,inspect,2,,,3,0.0,1.0,0,29.081893
2,86,GG:0.000568;GB:0.44419;BG:0.444194;BB:0.111048,0.0,0.0,0.0,0.0,0.000568,0.44419,0.0,0.444194,0.111048,0,0.444758,0.555242,0,0.444762,0.555238,0.9995456000,inspect_p1,inspect,1,,,2,0.0,1.0,0,33.98931
2,87,GG:0.444448;BG:0.555552,0.0,0.0,0.0,0.0,0.444448,0.0,0.0,0.555552,0.0,0,0.444448,0.555552,0,1.0,0,0.6444416000,inspect_p1,inspect,1,,,2,0.0,1.0,0,16.41664
2,88,NG:0.799998;NB:0.200002,0.0,0.799998,0.200002,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0.799998,0.200002,,buy_p1_test,buy,1,,,7.5,0.0,1.0,0,26.000052
2,89,GG:0.262297;GB:0.32787;BG:0.327866;BB:0.081967,0.0,0.0,0.0,0.0,0.262297,0.32787,0.0,0.327866,0.081967,0,0.590167,0.409833,0,0.590163,0.409837,0.7901624000,inspect_p2,inspect,2,,,3,0.0,1.0,0,29.08197
2,90,GG:0.000568;GB:0.444194;BG:0.44419;BB:0.111048,0.0,0.0,0.0,0.0,0.000568,0.444194,0.0,0.44419,0.111048,0,0.444762,0.555238,0,0.444758,0.555242,0.9995456000,inspect_p2,inspect,2,,,3,0.0,1.0,0,33.989387
2,91,GG:1.1e-05;GB:0.999989,0.0,0.0,0.0,0.0,1.1e-05,0.999989,0.0,0.0,0.0,0,1.0,0,0,1.1e-05,0.999989,0.9999912000,inspect_p2,inspect,2,,,3,0.0,1.0,0,39.499711
2,92,GG:1.1e-05;BG:0.999989,0.0,0.0,0.0,0.0,1.1e-05,0.0,0.0,0.999989,0.0,0,1.1e-05,0.999989,0,1.0,0,0.9999912000,inspect_p1,inspect,1,,,2,0.0,1.0,0,19.749917
2,93,GG:1e-06;GB:0.444444;BG:0.444445;BB:0.11111,0.0,0.0,0.0,0.0,1e-06,0.444444,0.0,0.444445,0.11111,0,0.444445,0.555555,0,0.444446,0.555554,0.9999992000,inspect_p1,inspect,1,,,2,0.0,1.0,0,33.999955
2,94,GB:1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1.0,0,0,0,1.0,1.0000000000,inspect_p2,inspect,2,,,3,0.0,1.0,0,39.5
2,95,BG:1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,1.0,0,1.0,0,1.0000000000,inspect_p1,inspect,1,,,2,0.0,1.0,0,19.75
2,96,GG:0.137933;GB:0.862067,0.0,0.0,0.0,0.0,0.137933,0.862067,0.0,0.0,0.0,0,1.0,0,0,0.137933,0.862067,0.8896536000,inspect_p2,inspect,2,,,3,0.0,1.0,0,35.879259
2,97,GG:0.799998;BG:0.200002,0.0,0.0,0.0,0.0,0.799998,0.0,0.0,0.200002,0.0,0,0.799998,0.200002,0,1.0,0,0.3600016000,inspect_p1,inspect,1,,,2,0.0,1.0,0,13.750015
2,98,GG:0.639998;GB:0.16;BG:0.160002;BB:0.04,0.0,0.0,0.0,0.0,0.639998,0.16,0.0,0.160002,0.04,0,0.799998,0.200002,0,0.8,0.2,0.4880016000,inspect_p2,inspect,2,,,3,0.0,1.0,0,22.000018
2,99,GG:0.444445;BG:0.555555,0.0,0.0,0.0,0.0,0.444445,0.0,0.0,0.555555,0.0,0,0.444445,0.555555,0,1.0,0,0.6444440000,inspect_p1,inspect,1,,,2,0.0,1.0,0,16.416662
2,100,GG:0.066391;GB:0.414935;BG:0.41494;BB:0.103734,0.0,0.0,0.0,0.0,0.066391,0.414935,0.0,0.41494,0.103734,0,0.481326,0.518674,0,0.481331,0.518669,0.9468872000,inspect_p1,inspect,1,,,2,0.0,1.0,0,32.755104
2,101,GG:0.000114;GB:0.444392;BG:0.444396;BB:0.111098,0.0,0.0,0.0,0.0,0.000114,0.444392,0.0,0.444396,0.111098,0,0.444506,0.555494,0,0.44451,0.55549,0.9999088000,inspect_p2,inspect,2,,,3,0.0,1.0,0,33.997819
2,102,GG:0.137933;BG:0.862067,0.0,0.0,0.0,0.0,0.137933,0.0,0.0,0.862067,0.0,0,0.137933,0.862067,0,1.0,0,0.8896536000,inspect_p1,inspect,1,,,2,0.0,1.0,0,18.715502
2,103,GG:0.799998;GB:0.200002,0.0,0.0,0.0,0.0,0.799998,0.200002,0.0,0.0,0.0,0,1.0,0,0,0.799998,0.200002,0.3600016000,inspect_p2,inspect,2,,,3,0.0,1.0,0,18.500052
2,104,GG:0.639998;GB:0.160002;BG:0.16;BB:0.04,0.0,0.0,0.0,0.0,0.639998,0.160002,0.0,0.16,0.04,0,0.8,0.2,0,0.799998,0.200002,0.4880016000,inspect_p2,inspect,2,,,3,0.0,1.0,0,22.000055
2,105,GG:0.444445;GB:0.555555,0.0,0.0,0.0,0.0,0.444445,0.555555,0.0,0.0,0.0,0,1.0,0,0,0.444445,0.555555,0.6444440000,inspect_p2,inspect,2,,,3,0.0,1.0,0,27.833319
2,106,GG:0.066391;GB:0.41494;BG:0.414935;BB:0.103734,0.0,0.0,0.0,0.0,0.066391,0.41494,0.0,0.414935,0.103734,0,0.481331,0.518669,0,0.481326,0.518674,0.9468872000,inspect_p1,inspect,1,,,2,0.0,1.0,0,32.755206
2,107,GG:0.000114;GB:0.444396;BG:0.444392;BB:0.111098,0.0,0.0,0.0,0.0,0.000114,0.444396,0.0,0.444392,0.111098,0,0.44451,0.55549,0,0.444506,0.555494,0.9999088000,inspect_p2,inspect,2,,,3,0.0,1.0,0,33.997896
2,108,GB:0.444444;BG:0.444446;BB:0.11111,0.0,0.0,0.0,0.0,0.0,0.444444,0.0,0.444446,0.11111,0,0.444444,0.555556,0,0.444446,0.555554,1.0000000000,inspect_p2,inspect,2,,,3,0.0,1.0,0,33.999964
2,109,GG:0.444441;BG:0.555559,0.0,0.0,0.0,0.0,0.444441,0.0,0.0,0.555559,0.0,0,0.444441,0.555559,0,1.0,0,0.6444472000,inspect_p1,inspect,1,,,2,0.0,1.0,0,16.416692
2,110,GG:0.799997;BG:0.200003,0.0,0.0,0.0,0.0,0.799997,0.0,0.0,0.200003,0.0,0,0.799997,0.200003,0,1.0,0,0.3600024000,inspect_p1,inspect,1,,,2,0.0,1.0,0,13.750022
2,111,GG:0.262293;GB:0.327868;BG:0.327872;BB:0.081967,0.0,0.0,0.0,0.0,0.262293,0.327868,0.0,0.327872,0.081967,0,0.590161,0.409839,0,0.590165,0.409835,0.7901656000,inspect_p2,inspect,2,,,3,0.0,1.0,0,29.081962
2,112,GG:0.137934;GB:0.862066,0.0,0.0,0.0,0.0,0.137934,0.862066,0.0,0.0,0.0,0,1.0,0,0,0.137934,0.862066,0.8896528000,inspect_p2,inspect,2,,,3,0.0,1.0,0,35.879232
2,113,GG:2.3e-05;GB:0.444433;BG:0.444436;BB:0.111108,0.0,0.0,0.0,0.0,2.3e-05,0.444433,0.0,0.444436,0.111108,0,0.444456,0.555544,0,0.444459,0.555541,0.9999816000,inspect_p2,inspect,2,,,3,0.0,1.0,0,33.999532
2,114,GG:0.444441;GB:0.555559,0.0,0.0,0.0,0.0,0.444441,0.555559,0.0,0.0,0.0,0,1.0,0,0,0.444441,0.555559,0.6444472000,inspect_p2,inspect,2,,,3,0.0,1.0,0,27.833424
2,115,GG:0.799997;GB:0.200003,0.0,0.0,0.0,0.0,0.799997,0.200003,0.0,0.0,0.0,0,1.0,0,0,0.799997,0.200003,0.3600024000,inspect_p2,inspect,2,,,3,0.0,1.0,0,18.500079
2,116,GG:0.262293;GB:0.327872;BG:0.327868;BB:0.081967,0.0,0.0,0.0,0.0,0.262293,0.327872,0.0,0.327868,0.081967,0,0.590165,0.409835,0,0.590161,0.409839,0.7901656000,inspect_p2,inspect,2,,,3,0.0,1.0,0,29.082037
