strategy,feasible_fixed,fixed_expected_profit,feasible_bayes,bayes_expected_profit,bayes_profit_sd,bayes_profit_q05
1101110001101110,0,-inf,0,-inf,,
1101110001101111,0,-inf,0,-inf,,
1101111001101100,0,-inf,0,-inf,,
1101111001101101,0,-inf,0,-inf,,
1101111001101110,0,-inf,0,-inf,,
1101111001101111,0,-inf,0,-inf,,
1101110101101100,0,-inf,0,-inf,,
1101110101101101,0,-inf,0,-inf,,
1101110101101110,0,-inf,0,-inf,,
1101110101101111,0,-inf,0,-inf,,
1101111101101100,1,15.339125,1,-5.835299,,
1101111101101101,0,-inf,0,-inf,,
1101111101101110,1,21.978357,1,4.384872,,
1101111101101111,0,-inf,0,-inf,,
0010000000000000,1,-204.712694,1,-344.332054,,
0010000000000001,0,-inf,0,-inf,,
0010000000000010,1,-136.367085,1,-242.357933,,
0010000000000011,0,-inf,0,-inf,,
0010001000000000,1,-165.977368,1,-281.229699,,
0010001000000001,0,-inf,0,-inf,,
0010001000000010,1,-108.466321,1,-196.592652,,
0010001000000011,0,-inf,0,-inf,,
0010000100000000,1,-170.438658,1,-287.887116,,
0010000100000001,0,-inf,0,-inf,,
0010000100000010,1,-112.927611,1,-203.134155,,
0010000100000011,0,-inf,0,-inf,,
0010001100000000,1,-134.557142,1,-230.648286,,
0010001100000001,0,-inf,0,-inf,,
0010001100000010,1,-86.797199,1,-161.137447,,
0010001100000011,0,-inf,0,-inf,,
0010000000100000,1,-121.122287,1,-210.406143,,
0010000000100001,0,-inf,0,-inf,,
0010000000100010,1,-82.138338,1,-154.18506,,
0010000000100011,0,-inf,0,-inf,,
0010001000100000,1,-116.660997,1,-202.343918,,
0010001000100001,0,-inf,0,-inf,,
0010001000100010,1,-77.677048,1,-146.122835,,
0010001000100011,0,-inf,0,-inf,,
0010000100100000,1,-121.122287,1,-208.627468,,
0010000100100001,0,-inf,0,-inf,,
0010000100100010,1,-82.138338,1,-152.406385,,
0010000100100011,0,-inf,0,-inf,,
0010001100100000,1,-116.087402,1,-199.778305,,
0010001100100001,0,-inf,0,-inf,,
0010001100100010,1,-77.103454,1,-143.557222,,
0010001100100011,0,-inf,0,-inf,,
0010000000000100,1,-204.712694,1,-344.332054,,
0010000000000101,0,-inf,0,-inf,,
0010000000000110,1,-136.367085,1,-242.357933,,
0010000000000111,0,-inf,0,-inf,,
0010001000000100,1,-165.977368,1,-281.229699,,
0010001000000101,0,-inf,0,-inf,,
0010001000000110,1,-108.466321,1,-196.592652,,
0010001000000111,0,-inf,0,-inf,,
0010000100000100,1,-170.438658,1,-287.887116,,
0010000100000101,0,-inf,0,-inf,,
0010000100000110,1,-112.927611,1,-203.134155,,
0010000100000111,0,-inf,0,-inf,,
0010001100000100,1,-134.557142,1,-230.648286,,
0010001100000101,0,-inf,0,-inf,,
0010001100000110,1,-86.797199,1,-161.137447,,
0010001100000111,0,-inf,0,-inf,,
0010000000100100,0,-inf,0,-inf,,
0010000000100101,0,-inf,0,-inf,,
0010000000100110,0,-inf,0,-inf,,
0010000000100111,0,-inf,0,-inf,,
0010001000100100,0,-inf,0,-inf,,
0010001000100101,0,-inf,0,-inf,,
0010001000100110,0,-inf,0,-inf,,
0010001000100111,0,-inf,0,-inf,,
0010000100100100,0,-inf,0,-inf,,
0010000100100101,0,-inf,0,-inf,,
0010000100100110,0,-inf,0,-inf,,
0010000100100111,0,-inf,0,-inf,,
0010001100100100,1,-111.039772,1,-191.889013,,
0010001100100101,0,-inf,0,-inf,,
0010001100100110,1,-72.055823,1,-135.66793,,
0010001100100111,0,-inf,0,-inf,,
0011000000000000,1,-164.065387,1,-278.0197,,
0011000000000001,0,-inf,0,-inf,,
0011000000000010,1,-106.554339,1,-193.420663,,
0011000000000011,0,-inf,0,-inf,,
0011001000000000,1,-128.821198,1,-222.016369,,
0011001000000001,0,-inf,0,-inf,,
0011001000000010,1,-81.061255,1,-152.629679,,
0011001000000011,0,-inf,0,-inf,,
0011000100000000,1,-132.836359,1,-227.871983,,
0011000100000001,0,-inf,0,-inf,,
0011000100000010,1,-85.076416,1,-158.38112,,
0011000100000011,0,-inf,0,-inf,,
0011001100000000,1,-100.198838,1,-177.088587,,
0011001100000001,0,-inf,0,-inf,,
0011001100000010,1,-61.214889,1,-120.972388,,
0011001100000011,0,-inf,0,-inf,,
0011000000100000,1,-87.797727,1,-158.832948,,
0011000000100001,0,-inf,0,-inf,,
0011000000100010,1,-56.712173,1,-114.379927,,
0011000000100011,0,-inf,0,-inf,,
0011001000100000,1,-83.782566,1,-151.759498,,
0011001000100001,0,-inf,0,-inf,,
0011001000100010,1,-52.697012,1,-107.306477,,
0011001000100011,0,-inf,0,-inf,,
0011000100100000,1,-87.797727,1,-157.275142,,
0011000100100001,0,-inf,0,-inf,,
0011000100100010,1,-56.712173,1,-112.82212,,
0011000100100011,0,-inf,0,-inf,,
0011001100100000,1,-83.266331,1,-149.511084,,
0011001100100001,0,-inf,0,-inf,,
0011001100100010,1,-52.180777,1,-105.058062,,
0011001100100011,0,-inf,0,-inf,,
0011000000000100,1,-164.065387,1,-278.0197,,
0011000000000101,0,-inf,0,-inf,,
0011000000000110,1,-106.554339,1,-193.420663,,
0011000000000111,0,-inf,0,-inf,,
0011001000000100,1,-128.821198,1,-222.016369,,
0011001000000101,0,-inf,0,-inf,,
0011001000000110,1,-81.061255,1,-152.629679,,
0011001000000111,0,-inf,0,-inf,,
0011000100000100,1,-132.836359,1,-227.871983,,
0011000100000101,0,-inf,0,-inf,,
0011000100000110,1,-85.076416,1,-158.38112,,
0011000100000111,0,-inf,0,-inf,,
0011001100000100,1,-100.198838,1,-177.088587,,
0011001100000101,0,-inf,0,-inf,,
0011001100000110,1,-61.214889,1,-120.972388,,
0011001100000111,0,-inf,0,-inf,,
0011000000100100,0,-inf,0,-inf,,
0011000000100101,0,-inf,0,-inf,,
0011000000100110,0,-inf,0,-inf,,
0011000000100111,0,-inf,0,-inf,,
0011001000100100,0,-inf,0,-inf,,
0011001000100101,0,-inf,0,-inf,,
0011001000100110,0,-inf,0,-inf,,
0011001000100111,0,-inf,0,-inf,,
0011000100100100,0,-inf,0,-inf,,
0011000100100101,0,-inf,0,-inf,,
0011000100100110,0,-inf,0,-inf,,
0011000100100111,0,-inf,0,-inf,,
0011001100100100,1,-78.723463,1,-142.587815,,
0011001100100101,0,-inf,0,-inf,,
0011001100100110,1,-47.63791,1,-98.134793,,
0011001100100111,0,-inf,0,-inf,,
0010100000000000,1,-165.977368,1,-281.869447,,
0010100000000001,0,-inf,0,-inf,,
0010100000000010,1,-108.466321,1,-197.068502,,
0010100000000011,0,-inf,0,-inf,,
0010101000000000,1,-130.541981,1,-225.406539,,
0010101000000001,0,-inf,0,-inf,,
0010101000000010,1,-82.782038,1,-155.84279,,
0010101000000011,0,-inf,0,-inf,,
0010100100000000,1,-134.557142,1,-231.232429,,
0010100100000001,0,-inf,0,-inf,,
0010100100000010,1,-86.797199,1,-161.575985,,
0010100100000011,0,-inf,0,-inf,,
0010101100000000,1,-101.747542,1,-180.045769,,
0010101100000001,0,-inf,0,-inf,,
0010101100000010,1,-62.763594,1,-123.784757,,
0010101100000011,0,-inf,0,-inf,,
0010100000100000,1,-89.191561,1,-161.479993,,
0010100000100001,0,-inf,0,-inf,,
0010100000100010,1,-58.106007,1,-116.902578,,
0010100000100011,0,-inf,0,-inf,,
0010101000100000,1,-85.1764,1,-154.394941,,
0010101000100001,0,-inf,0,-inf,,
0010101000100010,1,-54.090846,1,-109.817527,,
0010101000100011,0,-inf,0,-inf,,
0010100100100000,1,-89.191561,1,-159.912695,,
0010100100100001,0,-inf,0,-inf,,
0010100100100010,1,-58.106007,1,-115.335281,,
0010100100100011,0,-inf,0,-inf,,
0010101100100000,1,-84.660165,1,-152.135946,,
0010101100100001,0,-inf,0,-inf,,
0010101100100010,1,-53.574612,1,-107.558531,,
0010101100100011,0,-inf,0,-inf,,
0010100000000100,1,-165.977368,1,-281.869447,,
0010100000000101,0,-inf,0,-inf,,
0010100000000110,1,-108.466321,1,-197.068502,,
0010100000000111,0,-inf,0,-inf,,
0010101000000100,1,-130.541981,1,-225.406539,,
0010101000000101,0,-inf,0,-inf,,
0010101000000110,1,-82.782038,1,-155.84279,,
0010101000000111,0,-inf,0,-inf,,
0010100100000100,1,-134.557142,1,-231.232429,,
0010100100000101,0,-inf,0,-inf,,
0010100100000110,1,-86.797199,1,-161.575985,,
0010100100000111,0,-inf,0,-inf,,
0010101100000100,1,-101.747542,1,-180.045769,,
0010101100000101,0,-inf,0,-inf,,
0010101100000110,1,-62.763594,1,-123.784757,,
0010101100000111,0,-inf,0,-inf,,
0010100000100100,0,-inf,0,-inf,,
0010100000100101,0,-inf,0,-inf,,
0010100000100110,0,-inf,0,-inf,,
0010100000100111,0,-inf,0,-inf,,
0010101000100100,0,-inf,0,-inf,,
0010101000100101,0,-inf,0,-inf,,
0010101000100110,0,-inf,0,-inf,,
0010101000100111,0,-inf,0,-inf,,
0010100100100100,0,-inf,0,-inf,,
0010100100100101,0,-inf,0,-inf,,
0010100100100110,0,-inf,0,-inf,,
0010100100100111,0,-inf,0,-inf,,
0010101100100100,1,-80.117298,1,-145.199814,,
0010101100100101,0,-inf,0,-inf,,
0010101100100110,1,-49.031744,1,-100.622399,,
0010101100100111,0,-inf,0,-inf,,
0011100000000000,1,-128.821198,1,-222.56398,,
0011100000000001,0,-inf,0,-inf,,
0011100000000010,1,-81.061255,1,-153.038643,,
0011100000000011,0,-inf,0,-inf,,
0011101000000000,1,-96.585193,1,-172.462608,,
0011101000000001,0,-inf,0,-inf,,
0011101000000010,1,-57.601244,1,-116.307248,,
0011101000000011,0,-inf,0,-inf,,
0011100100000000,1,-100.198838,1,-177.589113,,
0011100100000001,0,-inf,0,-inf,,
0011100100000010,1,-61.214889,1,-121.349541,,
0011100100000011,0,-inf,0,-inf,,
0011101100000000,1,-70.360457,1,-132.183202,,
0011101100000001,0,-inf,0,-inf,,
0011101100000010,1,-39.274903,1,-87.698045,,
0011101100000011,0,-inf,0,-inf,,
0011100000100000,1,-58.781307,1,-115.457629,,
0011100000100001,0,-inf,0,-inf,,
0011100000100010,1,-34.804308,1,-81.226156,,
0011100000100011,0,-inf,0,-inf,,
0011101000100000,1,-55.167662,1,-109.241331,,
0011101000100001,0,-inf,0,-inf,,
0011101000100010,1,-31.190664,1,-75.009859,,
0011101000100011,0,-inf,0,-inf,,
0011100100100000,1,-58.781307,1,-114.08514,,
0011100100100001,0,-inf,0,-inf,,
0011100100100010,1,-34.804308,1,-79.853667,,
0011100100100011,0,-inf,0,-inf,,
0011101100100000,1,-54.703051,1,-107.261813,,
0011101100100001,0,-inf,0,-inf,,
0011101100100010,1,-30.726052,1,-73.030341,,
0011101100100011,0,-inf,0,-inf,,
0011100000000100,1,-128.821198,1,-222.56398,,
0011100000000101,0,-inf,0,-inf,,
0011100000000110,1,-81.061255,1,-153.038643,,
0011100000000111,0,-inf,0,-inf,,
0011101000000100,1,-96.585193,1,-172.462608,,
0011101000000101,0,-inf,0,-inf,,
0011101000000110,1,-57.601244,1,-116.307248,,
0011101000000111,0,-inf,0,-inf,,
0011100100000100,1,-100.198838,1,-177.589113,,
0011100100000101,0,-inf,0,-inf,,
0011100100000110,1,-61.214889,1,-121.349541,,
0011100100000111,0,-inf,0,-inf,,
0011101100000100,1,-70.360457,1,-132.183202,,
0011101100000101,0,-inf,0,-inf,,
0011101100000110,1,-39.274903,1,-87.698045,,
0011101100000111,0,-inf,0,-inf,,
0011100000100100,0,-inf,0,-inf,,
0011100000100101,0,-inf,0,-inf,,
0011100000100110,0,-inf,0,-inf,,
0011100000100111,0,-inf,0,-inf,,
0011101000100100,0,-inf,0,-inf,,
0011101000100101,0,-inf,0,-inf,,
0011101000100110,0,-inf,0,-inf,,
0011101000100111,0,-inf,0,-inf,,
0011100100100100,0,-inf,0,-inf,,
0011100100100101,0,-inf,0,-inf,,
0011100100100110,0,-inf,0,-inf,,
0011100100100111,0,-inf,0,-inf,,
0011101100100100,1,-50.61447,1,-101.174951,,
0011101100100101,0,-inf,0,-inf,,
0011101100100110,1,-26.637471,1,-66.943479,,
0011101100100111,0,-inf,0,-inf,,
0010010000000000,1,-170.438658,1,-287.701904,,
0010010000000001,0,-inf,0,-inf,,
0010010000000010,1,-112.927611,1,-202.997335,,
0010010000000011,0,-inf,0,-inf,,
0010011000000000,1,-134.557142,1,-230.501249,,
0010011000000001,0,-inf,0,-inf,,
0010011000000010,1,-86.797199,1,-161.027658,,
0010011000000011,0,-inf,0,-inf,,
0010010100000000,1,-138.572303,1,-236.378371,,
0010010100000001,0,-inf,0,-inf,,
0010010100000010,1,-90.81236,1,-166.797901,,
0010010100000011,0,-inf,0,-inf,,
0010011100000000,1,-105.361187,1,-184.540632,,
0010011100000001,0,-inf,0,-inf,,
0010011100000010,1,-66.377239,1,-128.351163,,
0010011100000011,0,-inf,0,-inf,,
0010010000100000,1,-92.443841,1,-165.40621,,
0010010000100001,0,-inf,0,-inf,,
0010010000100010,1,-61.358288,1,-120.890901,,
0010010000100011,0,-inf,0,-inf,,
0010011000100000,1,-88.42868,1,-158.322712,,
0010011000100001,0,-inf,0,-inf,,
0010011000100010,1,-57.343127,1,-113.807404,,
0010011000100011,0,-inf,0,-inf,,
0010010100100000,1,-92.443841,1,-163.845244,,
0010010100100001,0,-inf,0,-inf,,
0010010100100010,1,-61.358288,1,-119.329935,,
0010010100100011,0,-inf,0,-inf,,
0010011100100000,1,-87.912446,1,-156.070383,,
0010011100100001,0,-inf,0,-inf,,
0010011100100010,1,-56.826892,1,-111.555075,,
0010011100100011,0,-inf,0,-inf,,
0010010000000100,1,-170.438658,1,-287.701904,,
0010010000000101,0,-inf,0,-inf,,
0010010000000110,1,-112.927611,1,-202.997335,,
0010010000000111,0,-inf,0,-inf,,
0010011000000100,1,-134.557142,1,-230.501249,,
0010011000000101,0,-inf,0,-inf,,
0010011000000110,1,-86.797199,1,-161.027658,,
0010011000000111,0,-inf,0,-inf,,
0010010100000100,1,-138.572303,1,-236.378371,,
0010010100000101,0,-inf,0,-inf,,
0010010100000110,1,-90.81236,1,-166.797901,,
0010010100000111,0,-inf,0,-inf,,
0010011100000100,1,-105.361187,1,-184.540632,,
0010011100000101,0,-inf,0,-inf,,
0010011100000110,1,-66.377239,1,-128.351163,,
0010011100000111,0,-inf,0,-inf,,
0010010000100100,0,-inf,0,-inf,,
0010010000100101,0,-inf,0,-inf,,
0010010000100110,0,-inf,0,-inf,,
0010010000100111,0,-inf,0,-inf,,
0010011000100100,0,-inf,0,-inf,,
0010011000100101,0,-inf,0,-inf,,
0010011000100110,0,-inf,0,-inf,,
0010011000100111,0,-inf,0,-inf,,
0010010100100100,0,-inf,0,-inf,,
0010010100100101,0,-inf,0,-inf,,
0010010100100110,0,-inf,0,-inf,,
0010010100100111,0,-inf,0,-inf,,
0010011100100100,1,-83.369578,1,-149.140214,,
0010011100100101,0,-inf,0,-inf,,
0010011100100110,1,-52.284024,1,-104.624906,,
0010011100100111,0,-inf,0,-inf,,
0011010000000000,1,-132.836359,1,-227.694354,,
0011010000000001,0,-inf,0,-inf,,
0011010000000010,1,-85.076416,1,-158.249583,,
0011010000000011,0,-inf,0,-inf,,
0011011000000000,1,-100.198838,1,-176.945612,,
0011011000000001,0,-inf,0,-inf,,
0011011000000010,1,-61.214889,1,-120.865476,,
0011011000000011,0,-inf,0,-inf,,
0011010100000000,1,-103.812482,1,-182.115461,,
0011010100000001,0,-inf,0,-inf,,
0011010100000010,1,-64.828534,1,-125.93935,,
0011010100000011,0,-inf,0,-inf,,
0011011100000000,1,-73.612737,1,-136.138248,,
0011011100000001,0,-inf,0,-inf,,
0011011100000010,1,-42.527183,1,-91.712734,,
0011011100000011,0,-inf,0,-inf,,
0011010000100000,1,-61.708359,1,-118.913976,,
0011010000100001,0,-inf,0,-inf,,
0011010000100010,1,-37.731361,1,-84.734065,,
0011010000100011,0,-inf,0,-inf,,
0011011000100000,1,-58.094714,1,-112.699079,,
0011011000100001,0,-inf,0,-inf,,
0011011000100010,1,-34.117716,1,-78.519169,,
0011011000100011,0,-inf,0,-inf,,
0011010100100000,1,-61.708359,1,-117.546809,,
0011010100100001,0,-inf,0,-inf,,
0011010100100010,1,-37.731361,1,-83.366898,,
0011010100100011,0,-inf,0,-inf,,
0011011100100000,1,-57.630103,1,-110.725163,,
0011011100100001,0,-inf,0,-inf,,
0011011100100010,1,-33.653104,1,-76.545253,,
0011011100100011,0,-inf,0,-inf,,
0011010000000100,1,-132.836359,1,-227.694354,,
0011010000000101,0,-inf,0,-inf,,
0011010000000110,1,-85.076416,1,-158.249583,,
0011010000000111,0,-inf,0,-inf,,
0011011000000100,1,-100.198838,1,-176.945612,,
0011011000000101,0,-inf,0,-inf,,
0011011000000110,1,-61.214889,1,-120.865476,,
0011011000000111,0,-inf,0,-inf,,
0011010100000100,1,-103.812482,1,-182.115461,,
0011010100000101,0,-inf,0,-inf,,
0011010100000110,1,-64.828534,1,-125.93935,,
0011010100000111,0,-inf,0,-inf,,
0011011100000100,1,-73.612737,1,-136.138248,,
0011011100000101,0,-inf,0,-inf,,
0011011100000110,1,-42.527183,1,-91.712734,,
0011011100000111,0,-inf,0,-inf,,
0011010000100100,0,-inf,0,-inf,,
0011010000100101,0,-inf,0,-inf,,
0011010000100110,0,-inf,0,-inf,,
0011010000100111,0,-inf,0,-inf,,
0011011000100100,0,-inf,0,-inf,,
0011011000100101,0,-inf,0,-inf,,
0011011000100110,0,-inf,0,-inf,,
0011011000100111,0,-inf,0,-inf,,
0011010100100100,0,-inf,0,-inf,,
0011010100100101,0,-inf,0,-inf,,
0011010100100110,0,-inf,0,-inf,,
0011010100100111,0,-inf,0,-inf,,
0011011100100100,1,-53.541522,1,-104.6434,,
0011011100100101,0,-inf,0,-inf,,
0011011100100110,1,-29.564524,1,-70.46349,,
0011011100100111,0,-inf,0,-inf,,
0010110000000000,1,-134.557142,1,-231.088688,,
0010110000000001,0,-inf,0,-inf,,
0010110000000010,1,-86.797199,1,-161.468599,,
0010110000000011,0,-inf,0,-inf,,
0010111000000000,1,-101.747542,1,-179.934888,,
0010111000000001,0,-inf,0,-inf,,
0010111000000010,1,-62.763594,1,-123.700903,,
0010111000000011,0,-inf,0,-inf,,
0010110100000000,1,-105.361187,1,-185.077882,,
0010110100000001,0,-inf,0,-inf,,
0010110100000010,1,-66.377239,1,-128.757871,,
0010110100000011,0,-inf,0,-inf,,
0010111100000000,1,-75.006572,1,-138.745296,,
0010111100000001,0,-inf,0,-inf,,
0010111100000010,1,-43.921018,1,-94.193839,,
0010111100000011,0,-inf,0,-inf,,
0010110000100000,1,-62.96281,1,-121.246496,,
0010110000100001,0,-inf,0,-inf,,
0010110000100010,1,-38.985812,1,-86.958416,,
0010110000100011,0,-inf,0,-inf,,
0010111000100000,1,-59.349165,1,-115.021602,,
0010111000100001,0,-inf,0,-inf,,
0010111000100010,1,-35.372167,1,-80.733522,,
0010111000100011,0,-inf,0,-inf,,
0010110100100000,1,-62.96281,1,-119.871161,,
0010110100100001,0,-inf,0,-inf,,
0010110100100010,1,-38.985812,1,-85.58308,,
0010110100100011,0,-inf,0,-inf,,
0010111100100000,1,-58.884554,1,-113.03857,,
0010111100100001,0,-inf,0,-inf,,
0010111100100010,1,-34.907555,1,-78.75049,,
0010111100100011,0,-inf,0,-inf,,
0010110000000100,1,-134.557142,1,-231.088688,,
0010110000000101,0,-inf,0,-inf,,
0010110000000110,1,-86.797199,1,-161.468599,,
0010110000000111,0,-inf,0,-inf,,
0010111000000100,1,-101.747542,1,-179.934888,,
0010111000000101,0,-inf,0,-inf,,
0010111000000110,1,-62.763594,1,-123.700903,,
0010111000000111,0,-inf,0,-inf,,
0010110100000100,1,-105.361187,1,-185.077882,,
0010110100000101,0,-inf,0,-inf,,
0010110100000110,1,-66.377239,1,-128.757871,,
0010110100000111,0,-inf,0,-inf,,
0010111100000100,1,-75.006572,1,-138.745296,,
0010111100000101,0,-inf,0,-inf,,
0010111100000110,1,-43.921018,1,-94.193839,,
0010111100000111,0,-inf,0,-inf,,
0010110000100100,0,-inf,0,-inf,,
0010110000100101,0,-inf,0,-inf,,
0010110000100110,0,-inf,0,-inf,,
0010110000100111,0,-inf,0,-inf,,
0010111000100100,0,-inf,0,-inf,,
0010111000100101,0,-inf,0,-inf,,
0010111000100110,0,-inf,0,-inf,,
0010111000100111,0,-inf,0,-inf,,
0010110100100100,0,-inf,0,-inf,,
0010110100100101,0,-inf,0,-inf,,
0010110100100110,0,-inf,0,-inf,,
0010110100100111,0,-inf,0,-inf,,
0010111100100100,1,-54.795973,1,-106.945622,,
0010111100100101,0,-inf,0,-inf,,
0010111100100110,1,-30.818975,1,-72.657541,,
0010111100100111,0,-inf,0,-inf,,
0011110000000000,1,-100.198838,1,-177.4491,,
0011110000000001,0,-inf,0,-inf,,
0011110000000010,1,-61.214889,1,-121.244803,,
0011110000000011,0,-inf,0,-inf,,
0011111000000000,1,-70.360457,1,-132.07318,,
0011111000000001,0,-inf,0,-inf,,
0011111000000010,1,-39.274903,1,-87.614846,,
0011111000000011,0,-inf,0,-inf,,
0011110100000000,1,-73.612737,1,-136.599291,,
0011110100000001,0,-inf,0,-inf,,
0011110100000010,1,-42.527183,1,-92.062933,,
0011110100000011,0,-inf,0,-inf,,
0011111100000000,1,-46.014816,1,-95.511534,,
0011111100000001,0,-inf,0,-inf,,
0011111100000010,1,-22.037818,1,-61.302237,,
0011111100000011,0,-inf,0,-inf,,
0011110000100000,1,-34.924541,1,-79.77442,,
0011110000100001,0,-inf,0,-inf,,
0011110000100010,1,-17.345242,1,-54.57266,,
0011110000100011,0,-inf,0,-inf,,
0011111000100000,1,-31.67226,1,-74.31269,,
0011111000100001,0,-inf,0,-inf,,
0011111000100010,1,-14.092962,1,-49.11093,,
0011111000100011,0,-inf,0,-inf,,
0011110100100000,1,-34.924541,1,-78.570003,,
0011110100100001,0,-inf,0,-inf,,
0011110100100010,1,-17.345242,1,-53.368243,,
0011110100100011,0,-inf,0,-inf,,
0011111100100000,1,-31.25411,1,-72.574948,,
0011111100100001,0,-inf,0,-inf,,
0011111100100010,1,-13.674812,1,-47.373188,,
0011111100100011,0,-inf,0,-inf,,
0011110000000100,1,-100.198838,1,-177.4491,,
0011110000000101,0,-inf,0,-inf,,
0011110000000110,1,-61.214889,1,-121.244803,,
0011110000000111,0,-inf,0,-inf,,
0011111000000100,1,-70.360457,1,-132.07318,,
0011111000000101,0,-inf,0,-inf,,
0011111000000110,1,-39.274903,1,-87.614846,,
0011111000000111,0,-inf,0,-inf,,
0011110100000100,1,-73.612737,1,-136.599291,,
0011110100000101,0,-inf,0,-inf,,
0011110100000110,1,-42.527183,1,-92.062933,,
0011110100000111,0,-inf,0,-inf,,
0011111100000100,1,-46.014816,1,-95.511534,,
0011111100000101,0,-inf,0,-inf,,
0011111100000110,1,-22.037818,1,-61.302237,,
0011111100000111,0,-inf,0,-inf,,
0011110000100100,0,-inf,0,-inf,,
0011110000100101,0,-inf,0,-inf,,
0011110000100110,0,-inf,0,-inf,,
0011110000100111,0,-inf,0,-inf,,
0011111000100100,0,-inf,0,-inf,,
0011111000100101,0,-inf,0,-inf,,
0011111000100110,0,-inf,0,-inf,,
0011111000100111,0,-inf,0,-inf,,
0011110100100100,0,-inf,0,-inf,,
0011110100100101,0,-inf,0,-inf,,
0011110100100110,0,-inf,0,-inf,,
0011110100100111,0,-inf,0,-inf,,
0011111100100100,1,-27.574387,1,-67.227871,,
0011111100100101,0,-inf,0,-inf,,
0011111100100110,1,-9.995089,1,-42.026111,,
0011111100100111,0,-inf,0,-inf,,
0010000001000000,1,-97.39906,1,-175.140451,,
0010000001000001,0,-inf,0,-inf,,
0010000001000010,1,-66.313506,1,-130.658477,,
0010000001000011,0,-inf,0,-inf,,
0010001001000000,1,-67.422506,1,-129.352346,,
0010001001000001,0,-inf,0,-inf,,
0010001001000010,1,-43.445508,1,-95.188285,,
0010001001000011,0,-inf,0,-inf,,
0010000101000000,1,-70.349559,1,-133.382759,,
0010000101000001,0,-inf,0,-inf,,
0010000101000010,1,-46.37256,1,-99.144964,,
0010000101000011,0,-inf,0,-inf,,
0010001101000000,1,-42.70162,1,-92.077374,,
0010001101000001,0,-inf,0,-inf,,
0010001101000010,1,-25.122322,1,-66.911434,,
0010001101000011,0,-inf,0,-inf,,
0010000001100000,1,-30.191544,1,-73.717602,,
0010000001100001,0,-inf,0,-inf,,
0010000001100010,1,-18.370175,1,-56.46053,,
0010000001100011,0,-inf,0,-inf,,
0010001001100000,1,-27.264492,1,-68.919133,,
0010001001100001,0,-inf,0,-inf,,
0010001001100010,1,-15.443123,1,-51.662061,,
0010001001100011,0,-inf,0,-inf,,
0010000101100000,1,-30.191544,1,-72.661142,,
0010000101100001,0,-inf,0,-inf,,
0010000101100010,1,-18.370175,1,-55.404071,,
0010000101100011,0,-inf,0,-inf,,
0010001101100000,1,-26.888156,1,-67.394223,,
0010001101100001,0,-inf,0,-inf,,
0010001101100010,1,-15.066788,1,-50.137151,,
0010001101100011,0,-inf,0,-inf,,
0010000001000100,1,-97.39906,1,-175.140451,,
0010000001000101,0,-inf,0,-inf,,
0010000001000110,1,-66.313506,1,-130.658477,,
0010000001000111,0,-inf,0,-inf,,
0010001001000100,1,-67.422506,1,-129.352346,,
0010001001000101,0,-inf,0,-inf,,
0010001001000110,1,-43.445508,1,-95.188285,,
0010001001000111,0,-inf,0,-inf,,
0010000101000100,1,-70.349559,1,-133.382759,,
0010000101000101,0,-inf,0,-inf,,
0010000101000110,1,-46.37256,1,-99.144964,,
0010000101000111,0,-inf,0,-inf,,
0010001101000100,1,-42.70162,1,-92.077374,,
0010001101000101,0,-inf,0,-inf,,
0010001101000110,1,-25.122322,1,-66.911434,,
0010001101000111,0,-inf,0,-inf,,
0010000001100100,0,-inf,0,-inf,,
0010000001100101,0,-inf,0,-inf,,
0010000001100110,0,-inf,0,-inf,,
0010000001100111,0,-inf,0,-inf,,
0010001001100100,0,-inf,0,-inf,,
0010001001100101,0,-inf,0,-inf,,
0010001001100110,0,-inf,0,-inf,,
0010001001100111,0,-inf,0,-inf,,
0010000101100100,0,-inf,0,-inf,,
0010000101100101,0,-inf,0,-inf,,
0010000101100110,0,-inf,0,-inf,,
0010000101100111,0,-inf,0,-inf,,
0010001101100100,1,-23.576406,1,-62.699302,,
0010001101100101,0,-inf,0,-inf,,
0010001101100110,1,-11.755037,1,-45.442231,,
0010001101100111,0,-inf,0,-inf,,
0011000001000000,1,-90.388461,1,-162.963141,,
0011000001000001,0,-inf,0,-inf,,
0011000001000010,1,-59.302908,1,-118.481167,,
0011000001000011,0,-inf,0,-inf,,
0011001001000000,1,-61.112968,1,-118.664865,,
0011001001000001,0,-inf,0,-inf,,
0011001001000010,1,-37.13597,1,-84.500804,,
0011001001000011,0,-inf,0,-inf,,
0011000101000000,1,-64.04002,1,-122.687637,,
0011000101000001,0,-inf,0,-inf,,
0011000101000010,1,-40.063022,1,-88.449842,,
0011000101000011,0,-inf,0,-inf,,
0011001101000000,1,-37.023036,1,-82.691562,,
0011001101000001,0,-inf,0,-inf,,
0011001101000010,1,-19.443737,1,-57.525622,,
0011001101000011,0,-inf,0,-inf,,
0011000001100000,1,-25.080818,1,-65.471812,,
0011000001100001,0,-inf,0,-inf,,
0011000001100010,1,-13.259449,1,-48.21474,,
0011000001100011,0,-inf,0,-inf,,
0011001001100000,1,-22.153765,1,-60.673342,,
0011001001100001,0,-inf,0,-inf,,
0011001001100010,1,-10.332397,1,-43.416271,,
0011001001100011,0,-inf,0,-inf,,
0011000101100000,1,-25.080818,1,-64.415352,,
0011000101100001,0,-inf,0,-inf,,
