strategy,feasible,expected_cost,expected_profit,num_states,infeasible_reason
0100100011001011,0,inf,-inf,0,Singular matrix
0100100011001100,0,inf,-inf,0,Singular matrix
0100100011001101,0,inf,-inf,0,Singular matrix
0100100011001110,0,inf,-inf,0,Singular matrix
0100100011001111,0,inf,-inf,0,Singular matrix
0100100011010000,0,inf,-inf,0,Singular matrix
0100100011010001,0,inf,-inf,0,Singular matrix
0100100011010010,0,inf,-inf,0,Singular matrix
0100100011010011,0,inf,-inf,0,Singular matrix
0100100011010100,0,inf,-inf,0,Singular matrix
0100100011010101,0,inf,-inf,0,Singular matrix
0100100011010110,0,inf,-inf,0,Singular matrix
0100100011010111,0,inf,-inf,0,Singular matrix
0100100011011000,0,inf,-inf,0,Singular matrix
0100100011011001,0,inf,-inf,0,Singular matrix
0100100011011010,0,inf,-inf,0,Singular matrix
0100100011011011,0,inf,-inf,0,Singular matrix
0100100011011100,0,inf,-inf,0,Singular matrix
0100100011011101,0,inf,-inf,0,Singular matrix
0100100011011110,0,inf,-inf,0,Singular matrix
0100100011011111,0,inf,-inf,0,Singular matrix
0100100011100000,1,171.845755,28.154245,41,
0100100011100001,1,157.105624,42.894376,41,
0100100011100010,1,174.067977,25.932023,41,
0100100011100011,1,159.327846,40.672154,41,
0100100011100100,0,inf,-inf,0,Singular matrix
0100100011100101,0,inf,-inf,0,Singular matrix
0100100011100110,0,inf,-inf,0,Singular matrix
0100100011100111,0,inf,-inf,0,Singular matrix
0100100011101000,0,inf,-inf,0,Singular matrix
0100100011101001,0,inf,-inf,0,Singular matrix
0100100011101010,0,inf,-inf,0,Singular matrix
0100100011101011,0,inf,-inf,0,Singular matrix
0100100011101100,0,inf,-inf,0,Singular matrix
0100100011101101,0,inf,-inf,0,Singular matrix
0100100011101110,0,inf,-inf,0,Singular matrix
0100100011101111,0,inf,-inf,0,Singular matrix
0100100011110000,0,inf,-inf,0,Singular matrix
0100100011110001,0,inf,-inf,0,Singular matrix
0100100011110010,0,inf,-inf,0,Singular matrix
0100100011110011,0,inf,-inf,0,Singular matrix
0100100011110100,0,inf,-inf,0,Singular matrix
0100100011110101,0,inf,-inf,0,Singular matrix
0100100011110110,0,inf,-inf,0,Singular matrix
0100100011110111,0,inf,-inf,0,Singular matrix
0100100011111000,0,inf,-inf,0,Singular matrix
0100100011111001,0,inf,-inf,0,Singular matrix
0100100011111010,0,inf,-inf,0,Singular matrix
0100100011111011,0,inf,-inf,0,Singular matrix
0100100011111100,0,inf,-inf,0,Singular matrix
0100100011111101,0,inf,-inf,0,Singular matrix
0100100011111110,0,inf,-inf,0,Singular matrix
0100100011111111,0,inf,-inf,0,Singular matrix
0100100100000000,1,330.541981,-130.541981,254,
0100100100000001,0,inf,-inf,0,Singular matrix
0100100100000010,1,282.782038,-82.782038,254,
0100100100000011,0,inf,-inf,0,Singular matrix
0100100100000100,1,330.541981,-130.541981,254,
0100100100000101,0,inf,-inf,0,Singular matrix
0100100100000110,1,282.782038,-82.782038,254,
0100100100000111,0,inf,-inf,0,Singular matrix
0100100100001000,1,330.541981,-130.541981,254,
0100100100001001,0,inf,-inf,0,Singular matrix
0100100100001010,1,282.782038,-82.782038,254,
0100100100001011,0,inf,-inf,0,Singular matrix
0100100100001100,1,330.541981,-130.541981,254,
0100100100001101,0,inf,-inf,0,Singular matrix
0100100100001110,1,282.782038,-82.782038,254,
0100100100001111,0,inf,-inf,0,Singular matrix
0100100100010000,1,330.541981,-130.541981,254,
0100100100010001,0,inf,-inf,0,Singular matrix
0100100100010010,1,282.782038,-82.782038,254,
0100100100010011,0,inf,-inf,0,Singular matrix
0100100100010100,1,330.541981,-130.541981,254,
0100100100010101,0,inf,-inf,0,Singular matrix
0100100100010110,1,282.782038,-82.782038,254,
0100100100010111,0,inf,-inf,0,Singular matrix
0100100100011000,1,330.541981,-130.541981,254,
0100100100011001,0,inf,-inf,0,Singular matrix
0100100100011010,1,282.782038,-82.782038,254,
0100100100011011,0,inf,-inf,0,Singular matrix
0100100100011100,1,330.541981,-130.541981,254,
0100100100011101,0,inf,-inf,0,Singular matrix
0100100100011110,1,282.782038,-82.782038,254,
0100100100011111,0,inf,-inf,0,Singular matrix
0100100100100000,1,285.939281,-85.939281,279,
0100100100100001,0,inf,-inf,0,Singular matrix
0100100100100010,1,254.853727,-54.853727,279,
0100100100100011,0,inf,-inf,0,Singular matrix
0100100100100100,0,inf,-inf,0,Singular matrix
0100100100100101,0,inf,-inf,0,Singular matrix
0100100100100110,0,inf,-inf,0,Singular matrix
0100100100100111,0,inf,-inf,0,Singular matrix
0100100100101000,1,285.939281,-85.939281,279,
0100100100101001,0,inf,-inf,0,Singular matrix
0100100100101010,1,254.853727,-54.853727,279,
0100100100101011,0,inf,-inf,0,Singular matrix
0100100100101100,0,inf,-inf,0,Singular matrix
0100100100101101,0,inf,-inf,0,Singular matrix
0100100100101110,0,inf,-inf,0,Singular matrix
0100100100101111,0,inf,-inf,0,Singular matrix
0100100100110000,1,285.939281,-85.939281,279,
0100100100110001,0,inf,-inf,0,Singular matrix
0100100100110010,1,254.853727,-54.853727,279,
0100100100110011,0,inf,-inf,0,Singular matrix
0100100100110100,0,inf,-inf,0,Singular matrix
0100100100110101,0,inf,-inf,0,Singular matrix
0100100100110110,0,inf,-inf,0,Singular matrix
0100100100110111,0,inf,-inf,0,Singular matrix
0100100100111000,1,285.939281,-85.939281,279,
0100100100111001,0,inf,-inf,0,Singular matrix
0100100100111010,1,254.853727,-54.853727,279,
0100100100111011,0,inf,-inf,0,Singular matrix
0100100100111100,0,inf,-inf,0,Singular matrix
0100100100111101,0,inf,-inf,0,Singular matrix
0100100100111110,0,inf,-inf,0,Singular matrix
0100100100111111,0,inf,-inf,0,Singular matrix
0100100101000000,1,262.833751,-62.833751,119,
0100100101000001,0,inf,-inf,0,Singular matrix
0100100101000010,1,238.856753,-38.856753,119,
0100100101000011,0,inf,-inf,0,Singular matrix
0100100101000100,1,262.833751,-62.833751,119,
0100100101000101,0,inf,-inf,0,Singular matrix
0100100101000110,1,238.856753,-38.856753,119,
0100100101000111,0,inf,-inf,0,Singular matrix
0100100101001000,0,inf,-inf,0,Singular matrix
0100100101001001,0,inf,-inf,0,Singular matrix
0100100101001010,0,inf,-inf,0,Singular matrix
0100100101001011,0,inf,-inf,0,Singular matrix
0100100101001100,0,inf,-inf,0,Singular matrix
0100100101001101,0,inf,-inf,0,Singular matrix
0100100101001110,0,inf,-inf,0,Singular matrix
0100100101001111,0,inf,-inf,0,Singular matrix
0100100101010000,1,262.833751,-62.833751,119,
0100100101010001,0,inf,-inf,0,Singular matrix
0100100101010010,1,238.856753,-38.856753,119,
0100100101010011,0,inf,-inf,0,Singular matrix
0100100101010100,1,262.833751,-62.833751,119,
0100100101010101,0,inf,-inf,0,Singular matrix
0100100101010110,1,238.856753,-38.856753,119,
0100100101010111,0,inf,-inf,0,Singular matrix
0100100101011000,0,inf,-inf,0,Singular matrix
0100100101011001,0,inf,-inf,0,Singular matrix
0100100101011010,0,inf,-inf,0,Singular matrix
0100100101011011,0,inf,-inf,0,Singular matrix
0100100101011100,0,inf,-inf,0,Singular matrix
0100100101011101,0,inf,-inf,0,Singular matrix
0100100101011110,0,inf,-inf,0,Singular matrix
0100100101011111,0,inf,-inf,0,Singular matrix
0100100101100000,1,224.10374,-24.10374,124,
0100100101100001,0,inf,-inf,0,Singular matrix
0100100101100010,1,212.282371,-12.282371,124,
0100100101100011,0,inf,-inf,0,Singular matrix
0100100101100100,0,inf,-inf,0,Singular matrix
0100100101100101,0,inf,-inf,0,Singular matrix
0100100101100110,0,inf,-inf,0,Singular matrix
0100100101100111,0,inf,-inf,0,Singular matrix
0100100101101000,0,inf,-inf,0,Singular matrix
0100100101101001,0,inf,-inf,0,Singular matrix
0100100101101010,0,inf,-inf,0,Singular matrix
0100100101101011,0,inf,-inf,0,Singular matrix
0100100101101100,0,inf,-inf,0,Singular matrix
0100100101101101,0,inf,-inf,0,Singular matrix
0100100101101110,0,inf,-inf,0,Singular matrix
0100100101101111,0,inf,-inf,0,Singular matrix
0100100101110000,1,224.10374,-24.10374,124,
0100100101110001,0,inf,-inf,0,Singular matrix
0100100101110010,1,212.282371,-12.282371,124,
0100100101110011,0,inf,-inf,0,Singular matrix
0100100101110100,0,inf,-inf,0,Singular matrix
0100100101110101,0,inf,-inf,0,Singular matrix
0100100101110110,0,inf,-inf,0,Singular matrix
0100100101110111,0,inf,-inf,0,Singular matrix
0100100101111000,0,inf,-inf,0,Singular matrix
0100100101111001,0,inf,-inf,0,Singular matrix
0100100101111010,0,inf,-inf,0,Singular matrix
0100100101111011,0,inf,-inf,0,Singular matrix
0100100101111100,0,inf,-inf,0,Singular matrix
0100100101111101,0,inf,-inf,0,Singular matrix
0100100101111110,0,inf,-inf,0,Singular matrix
0100100101111111,0,inf,-inf,0,Singular matrix
0100100110000000,1,262.833751,-62.833751,63,
0100100110000001,0,inf,-inf,0,Singular matrix
0100100110000010,1,238.856753,-38.856753,63,
0100100110000011,0,inf,-inf,0,Singular matrix
0100100110000100,1,262.833751,-62.833751,63,
0100100110000101,0,inf,-inf,0,Singular matrix
0100100110000110,1,238.856753,-38.856753,63,
0100100110000111,0,inf,-inf,0,Singular matrix
0100100110001000,1,262.833751,-62.833751,63,
0100100110001001,0,inf,-inf,0,Singular matrix
0100100110001010,1,238.856753,-38.856753,63,
0100100110001011,0,inf,-inf,0,Singular matrix
0100100110001100,1,262.833751,-62.833751,63,
0100100110001101,0,inf,-inf,0,Singular matrix
0100100110001110,1,238.856753,-38.856753,63,
0100100110001111,0,inf,-inf,0,Singular matrix
0100100110010000,0,inf,-inf,0,Singular matrix
0100100110010001,0,inf,-inf,0,Singular matrix
0100100110010010,0,inf,-inf,0,Singular matrix
0100100110010011,0,inf,-inf,0,Singular matrix
0100100110010100,0,inf,-inf,0,Singular matrix
0100100110010101,0,inf,-inf,0,Singular matrix
0100100110010110,0,inf,-inf,0,Singular matrix
0100100110010111,0,inf,-inf,0,Singular matrix
0100100110011000,0,inf,-inf,0,Singular matrix
0100100110011001,0,inf,-inf,0,Singular matrix
0100100110011010,0,inf,-inf,0,Singular matrix
0100100110011011,0,inf,-inf,0,Singular matrix
0100100110011100,0,inf,-inf,0,Singular matrix
0100100110011101,0,inf,-inf,0,Singular matrix
0100100110011110,0,inf,-inf,0,Singular matrix
0100100110011111,0,inf,-inf,0,Singular matrix
0100100110100000,1,224.10374,-24.10374,68,
0100100110100001,0,inf,-inf,0,Singular matrix
0100100110100010,1,212.282371,-12.282371,68,
0100100110100011,0,inf,-inf,0,Singular matrix
0100100110100100,0,inf,-inf,0,Singular matrix
0100100110100101,0,inf,-inf,0,Singular matrix
0100100110100110,0,inf,-inf,0,Singular matrix
0100100110100111,0,inf,-inf,0,Singular matrix
0100100110101000,1,224.10374,-24.10374,68,
0100100110101001,0,inf,-inf,0,Singular matrix
0100100110101010,1,212.282371,-12.282371,68,
0100100110101011,0,inf,-inf,0,Singular matrix
0100100110101100,0,inf,-inf,0,Singular matrix
0100100110101101,0,inf,-inf,0,Singular matrix
0100100110101110,0,inf,-inf,0,Singular matrix
0100100110101111,0,inf,-inf,0,Singular matrix
0100100110110000,0,inf,-inf,0,Singular matrix
0100100110110001,0,inf,-inf,0,Singular matrix
0100100110110010,0,inf,-inf,0,Singular matrix
0100100110110011,0,inf,-inf,0,Singular matrix
0100100110110100,0,inf,-inf,0,Singular matrix
0100100110110101,0,inf,-inf,0,Singular matrix
0100100110110110,0,inf,-inf,0,Singular matrix
0100100110110111,0,inf,-inf,0,Singular matrix
0100100110111000,0,inf,-inf,0,Singular matrix
0100100110111001,0,inf,-inf,0,Singular matrix
0100100110111010,0,inf,-inf,0,Singular matrix
0100100110111011,0,inf,-inf,0,Singular matrix
0100100110111100,0,inf,-inf,0,Singular matrix
0100100110111101,0,inf,-inf,0,Singular matrix
0100100110111110,0,inf,-inf,0,Singular matrix
0100100110111111,0,inf,-inf,0,Singular matrix
0100100111000000,1,204.610408,-4.610408,36,
0100100111000001,0,inf,-inf,0,Singular matrix
0100100111000010,1,197.971176,2.028824,36,
0100100111000011,0,inf,-inf,0,Singular matrix
0100100111000100,1,204.610408,-4.610408,36,
0100100111000101,0,inf,-inf,0,Singular matrix
0100100111000110,1,197.971176,2.028824,36,
0100100111000111,0,inf,-inf,0,Singular matrix
0100100111001000,0,inf,-inf,0,Singular matrix
0100100111001001,0,inf,-inf,0,Singular matrix
0100100111001010,0,inf,-inf,0,Singular matrix
0100100111001011,0,inf,-inf,0,Singular matrix
0100100111001100,0,inf,-inf,0,Singular matrix
0100100111001101,0,inf,-inf,0,Singular matrix
0100100111001110,0,inf,-inf,0,Singular matrix
0100100111001111,0,inf,-inf,0,Singular matrix
0100100111010000,0,inf,-inf,0,Singular matrix
0100100111010001,0,inf,-inf,0,Singular matrix
0100100111010010,0,inf,-inf,0,Singular matrix
0100100111010011,0,inf,-inf,0,Singular matrix
0100100111010100,0,inf,-inf,0,Singular matrix
0100100111010101,0,inf,-inf,0,Singular matrix
0100100111010110,0,inf,-inf,0,Singular matrix
0100100111010111,0,inf,-inf,0,Singular matrix
0100100111011000,0,inf,-inf,0,Singular matrix
0100100111011001,0,inf,-inf,0,Singular matrix
0100100111011010,0,inf,-inf,0,Singular matrix
0100100111011011,0,inf,-inf,0,Singular matrix
0100100111011100,0,inf,-inf,0,Singular matrix
0100100111011101,0,inf,-inf,0,Singular matrix
0100100111011110,0,inf,-inf,0,Singular matrix
0100100111011111,0,inf,-inf,0,Singular matrix
0100100111100000,1,171.845755,28.154245,37,
0100100111100001,1,157.105624,42.894376,37,
0100100111100010,1,174.067977,25.932023,37,
0100100111100011,1,159.327846,40.672154,37,
0100100111100100,0,inf,-inf,0,Singular matrix
0100100111100101,0,inf,-inf,0,Singular matrix
0100100111100110,0,inf,-inf,0,Singular matrix
0100100111100111,0,inf,-inf,0,Singular matrix
0100100111101000,0,inf,-inf,0,Singular matrix
0100100111101001,0,inf,-inf,0,Singular matrix
0100100111101010,0,inf,-inf,0,Singular matrix
0100100111101011,0,inf,-inf,0,Singular matrix
0100100111101100,0,inf,-inf,0,Singular matrix
0100100111101101,0,inf,-inf,0,Singular matrix
0100100111101110,0,inf,-inf,0,Singular matrix
0100100111101111,0,inf,-inf,0,Singular matrix
0100100111110000,0,inf,-inf,0,Singular matrix
0100100111110001,0,inf,-inf,0,Singular matrix
0100100111110010,0,inf,-inf,0,Singular matrix
0100100111110011,0,inf,-inf,0,Singular matrix
0100100111110100,0,inf,-inf,0,Singular matrix
0100100111110101,0,inf,-inf,0,Singular matrix
0100100111110110,0,inf,-inf,0,Singular matrix
0100100111110111,0,inf,-inf,0,Singular matrix
0100100111111000,0,inf,-inf,0,Singular matrix
0100100111111001,0,inf,-inf,0,Singular matrix
0100100111111010,0,inf,-inf,0,Singular matrix
0100100111111011,0,inf,-inf,0,Singular matrix
0100100111111100,0,inf,-inf,0,Singular matrix
0100100111111101,0,inf,-inf,0,Singular matrix
0100100111111110,0,inf,-inf,0,Singular matrix
0100100111111111,0,inf,-inf,0,Singular matrix
0100101000000000,1,326.52682,-126.52682,229,
0100101000000001,0,inf,-inf,0,Singular matrix
0100101000000010,1,278.766878,-78.766878,229,
0100101000000011,0,inf,-inf,0,Singular matrix
0100101000000100,1,326.52682,-126.52682,229,
0100101000000101,0,inf,-inf,0,Singular matrix
0100101000000110,1,278.766878,-78.766878,229,
0100101000000111,0,inf,-inf,0,Singular matrix
0100101000001000,1,326.52682,-126.52682,229,
0100101000001001,0,inf,-inf,0,Singular matrix
0100101000001010,1,278.766878,-78.766878,229,
0100101000001011,0,inf,-inf,0,Singular matrix
0100101000001100,1,326.52682,-126.52682,229,
0100101000001101,0,inf,-inf,0,Singular matrix
0100101000001110,1,278.766878,-78.766878,229,
0100101000001111,0,inf,-inf,0,Singular matrix
0100101000010000,1,326.52682,-126.52682,229,
0100101000010001,0,inf,-inf,0,Singular matrix
0100101000010010,1,278.766878,-78.766878,229,
0100101000010011,0,inf,-inf,0,Singular matrix
0100101000010100,1,326.52682,-126.52682,229,
0100101000010101,0,inf,-inf,0,Singular matrix
0100101000010110,1,278.766878,-78.766878,229,
0100101000010111,0,inf,-inf,0,Singular matrix
0100101000011000,1,326.52682,-126.52682,229,
0100101000011001,0,inf,-inf,0,Singular matrix
0100101000011010,1,278.766878,-78.766878,229,
0100101000011011,0,inf,-inf,0,Singular matrix
0100101000011100,1,326.52682,-126.52682,229,
0100101000011101,0,inf,-inf,0,Singular matrix
0100101000011110,1,278.766878,-78.766878,229,
0100101000011111,0,inf,-inf,0,Singular matrix
0100101000100000,1,281.92412,-81.92412,254,
0100101000100001,0,inf,-inf,0,Singular matrix
0100101000100010,1,250.838566,-50.838566,254,
0100101000100011,0,inf,-inf,0,Singular matrix
0100101000100100,0,inf,-inf,0,Singular matrix
0100101000100101,0,inf,-inf,0,Singular matrix
0100101000100110,0,inf,-inf,0,Singular matrix
0100101000100111,0,inf,-inf,0,Singular matrix
0100101000101000,1,281.92412,-81.92412,254,
0100101000101001,0,inf,-inf,0,Singular matrix
0100101000101010,1,250.838566,-50.838566,254,
0100101000101011,0,inf,-inf,0,Singular matrix
0100101000101100,0,inf,-inf,0,Singular matrix
0100101000101101,0,inf,-inf,0,Singular matrix
0100101000101110,0,inf,-inf,0,Singular matrix
0100101000101111,0,inf,-inf,0,Singular matrix
0100101000110000,1,281.92412,-81.92412,254,
0100101000110001,0,inf,-inf,0,Singular matrix
0100101000110010,1,250.838566,-50.838566,254,
0100101000110011,0,inf,-inf,0,Singular matrix
0100101000110100,0,inf,-inf,0,Singular matrix
0100101000110101,0,inf,-inf,0,Singular matrix
0100101000110110,0,inf,-inf,0,Singular matrix
0100101000110111,0,inf,-inf,0,Singular matrix
0100101000111000,1,281.92412,-81.92412,254,
0100101000111001,0,inf,-inf,0,Singular matrix
0100101000111010,1,250.838566,-50.838566,254,
0100101000111011,0,inf,-inf,0,Singular matrix
0100101000111100,0,inf,-inf,0,Singular matrix
0100101000111101,0,inf,-inf,0,Singular matrix
0100101000111110,0,inf,-inf,0,Singular matrix
0100101000111111,0,inf,-inf,0,Singular matrix
0100101001000000,1,259.906699,-59.906699,114,
0100101001000001,0,inf,-inf,0,Singular matrix
0100101001000010,1,235.929701,-35.929701,114,
0100101001000011,0,inf,-inf,0,Singular matrix
0100101001000100,1,259.906699,-59.906699,114,
0100101001000101,0,inf,-inf,0,Singular matrix
0100101001000110,1,235.929701,-35.929701,114,
0100101001000111,0,inf,-inf,0,Singular matrix
0100101001001000,0,inf,-inf,0,Singular matrix
0100101001001001,0,inf,-inf,0,Singular matrix
0100101001001010,0,inf,-inf,0,Singular matrix
0100101001001011,0,inf,-inf,0,Singular matrix
0100101001001100,0,inf,-inf,0,Singular matrix
0100101001001101,0,inf,-inf,0,Singular matrix
0100101001001110,0,inf,-inf,0,Singular matrix
0100101001001111,0,inf,-inf,0,Singular matrix
0100101001010000,1,259.906699,-59.906699,114,
0100101001010001,0,inf,-inf,0,Singular matrix
0100101001010010,1,235.929701,-35.929701,114,
0100101001010011,0,inf,-inf,0,Singular matrix
0100101001010100,1,259.906699,-59.906699,114,
0100101001010101,0,inf,-inf,0,Singular matrix
0100101001010110,1,235.929701,-35.929701,114,
0100101001010111,0,inf,-inf,0,Singular matrix
0100101001011000,0,inf,-inf,0,Singular matrix
0100101001011001,0,inf,-inf,0,Singular matrix
0100101001011010,0,inf,-inf,0,Singular matrix
0100101001011011,0,inf,-inf,0,Singular matrix
0100101001011100,0,inf,-inf,0,Singular matrix
0100101001011101,0,inf,-inf,0,Singular matrix
0100101001011110,0,inf,-inf,0,Singular matrix
0100101001011111,0,inf,-inf,0,Singular matrix
0100101001100000,1,221.176688,-21.176688,119,
0100101001100001,0,inf,-inf,0,Singular matrix
0100101001100010,1,209.355319,-9.355319,119,
0100101001100011,0,inf,-inf,0,Singular matrix
0100101001100100,0,inf,-inf,0,Singular matrix
0100101001100101,0,inf,-inf,0,Singular matrix
0100101001100110,0,inf,-inf,0,Singular matrix
0100101001100111,0,inf,-inf,0,Singular matrix
0100101001101000,0,inf,-inf,0,Singular matrix
0100101001101001,0,inf,-inf,0,Singular matrix
0100101001101010,0,inf,-inf,0,Singular matrix
0100101001101011,0,inf,-inf,0,Singular matrix
0100101001101100,0,inf,-inf,0,Singular matrix
0100101001101101,0,inf,-inf,0,Singular matrix
0100101001101110,0,inf,-inf,0,Singular matrix
0100101001101111,0,inf,-inf,0,Singular matrix
0100101001110000,1,221.176688,-21.176688,119,
0100101001110001,0,inf,-inf,0,Singular matrix
0100101001110010,1,209.355319,-9.355319,119,
0100101001110011,0,inf,-inf,0,Singular matrix
0100101001110100,0,inf,-inf,0,Singular matrix
0100101001110101,0,inf,-inf,0,Singular matrix
0100101001110110,0,inf,-inf,0,Singular matrix
0100101001110111,0,inf,-inf,0,Singular matrix
0100101001111000,0,inf,-inf,0,Singular matrix
0100101001111001,0,inf,-inf,0,Singular matrix
0100101001111010,0,inf,-inf,0,Singular matrix
0100101001111011,0,inf,-inf,0,Singular matrix
0100101001111100,0,inf,-inf,0,Singular matrix
0100101001111101,0,inf,-inf,0,Singular matrix
0100101001111110,0,inf,-inf,0,Singular matrix
0100101001111111,0,inf,-inf,0,Singular matrix
0100101010000000,1,259.906699,-59.906699,58,
0100101010000001,0,inf,-inf,0,Singular matrix
0100101010000010,1,235.929701,-35.929701,58,
0100101010000011,0,inf,-inf,0,Singular matrix
0100101010000100,1,259.906699,-59.906699,58,
0100101010000101,0,inf,-inf,0,Singular matrix
0100101010000110,1,235.929701,-35.929701,58,
0100101010000111,0,inf,-inf,0,Singular matrix
0100101010001000,1,259.906699,-59.906699,58,
0100101010001001,0,inf,-inf,0,Singular matrix
0100101010001010,1,235.929701,-35.929701,58,
0100101010001011,0,inf,-inf,0,Singular matrix
0100101010001100,1,259.906699,-59.906699,58,
0100101010001101,0,inf,-inf,0,Singular matrix
0100101010001110,1,235.929701,-35.929701,58,
0100101010001111,0,inf,-inf,0,Singular matrix
0100101010010000,0,inf,-inf,0,Singular matrix
0100101010010001,0,inf,-inf,0,Singular matrix
0100101010010010,0,inf,-inf,0,Singular matrix
0100101010010011,0,inf,-inf,0,Singular matrix
0100101010010100,0,inf,-inf,0,Singular matrix
0100101010010101,0,inf,-inf,0,Singular matrix
0100101010010110,0,inf,-inf,0,Singular matrix
0100101010010111,0,inf,-inf,0,Singular matrix
0100101010011000,0,inf,-inf,0,Singular matrix
0100101010011001,0,inf,-inf,0,Singular matrix
0100101010011010,0,inf,-inf,0,Singular matrix
0100101010011011,0,inf,-inf,0,Singular matrix
0100101010011100,0,inf,-inf,0,Singular matrix
0100101010011101,0,inf,-inf,0,Singular matrix
0100101010011110,0,inf,-inf,0,Singular matrix
0100101010011111,0,inf,-inf,0,Singular matrix
0100101010100000,1,221.176688,-21.176688,63,
0100101010100001,0,inf,-inf,0,Singular matrix
0100101010100010,1,209.355319,-9.355319,63,
0100101010100011,0,inf,-inf,0,Singular matrix
0100101010100100,0,inf,-inf,0,Singular matrix
0100101010100101,0,inf,-inf,0,Singular matrix
0100101010100110,0,inf,-inf,0,Singular matrix
0100101010100111,0,inf,-inf,0,Singular matrix
0100101010101000,1,221.176688,-21.176688,63,
0100101010101001,0,inf,-inf,0,Singular matrix
0100101010101010,1,209.355319,-9.355319,63,
0100101010101011,0,inf,-inf,0,Singular matrix
0100101010101100,0,inf,-inf,0,Singular matrix
0100101010101101,0,inf,-inf,0,Singular matrix
0100101010101110,0,inf,-inf,0,Singular matrix
0100101010101111,0,inf,-inf,0,Singular matrix
0100101010110000,0,inf,-inf,0,Singular matrix
0100101010110001,0,inf,-inf,0,Singular matrix
0100101010110010,0,inf,-inf,0,Singular matrix
0100101010110011,0,inf,-inf,0,Singular matrix
0100101010110100,0,inf,-inf,0,Singular matrix
0100101010110101,0,inf,-inf,0,Singular matrix
0100101010110110,0,inf,-inf,0,Singular matrix
0100101010110111,0,inf,-inf,0,Singular matrix
0100101010111000,0,inf,-inf,0,Singular matrix
0100101010111001,0,inf,-inf,0,Singular matrix
0100101010111010,0,inf,-inf,0,Singular matrix
0100101010111011,0,inf,-inf,0,Singular matrix
0100101010111100,0,inf,-inf,0,Singular matrix
0100101010111101,0,inf,-inf,0,Singular matrix
0100101010111110,0,inf,-inf,0,Singular matrix
0100101010111111,0,inf,-inf,0,Singular matrix
0100101011000000,1,202.476587,-2.476587,35,
0100101011000001,0,inf,-inf,0,Singular matrix
0100101011000010,1,195.837355,4.162645,35,
0100101011000011,0,inf,-inf,0,Singular matrix
0100101011000100,1,202.476587,-2.476587,35,
0100101011000101,0,inf,-inf,0,Singular matrix
0100101011000110,1,195.837355,4.162645,35,
0100101011000111,0,inf,-inf,0,Singular matrix
0100101011001000,0,inf,-inf,0,Singular matrix
0100101011001001,0,inf,-inf,0,Singular matrix
0100101011001010,0,inf,-inf,0,Singular matrix
0100101011001011,0,inf,-inf,0,Singular matrix
0100101011001100,0,inf,-inf,0,Singular matrix
0100101011001101,0,inf,-inf,0,Singular matrix
0100101011001110,0,inf,-inf,0,Singular matrix
0100101011001111,0,inf,-inf,0,Singular matrix
0100101011010000,0,inf,-inf,0,Singular matrix
0100101011010001,0,inf,-inf,0,Singular matrix
0100101011010010,0,inf,-inf,0,Singular matrix
0100101011010011,0,inf,-inf,0,Singular matrix
0100101011010100,0,inf,-inf,0,Singular matrix
0100101011010101,0,inf,-inf,0,Singular matrix
0100101011010110,0,inf,-inf,0,Singular matrix
0100101011010111,0,inf,-inf,0,Singular matrix
0100101011011000,0,inf,-inf,0,Singular matrix
0100101011011001,0,inf,-inf,0,Singular matrix
0100101011011010,0,inf,-inf,0,Singular matrix
0100101011011011,0,inf,-inf,0,Singular matrix
0100101011011100,0,inf,-inf,0,Singular matrix
0100101011011101,0,inf,-inf,0,Singular matrix
0100101011011110,0,inf,-inf,0,Singular matrix
0100101011011111,0,inf,-inf,0,Singular matrix
0100101011100000,1,169.711934,30.288066,36,
0100101011100001,1,155.185185,44.814815,36,
0100101011100010,1,171.934156,28.065844,36,
0100101011100011,1,157.407407,42.592593,36,
0100101011100100,0,inf,-inf,0,Singular matrix
0100101011100101,0,inf,-inf,0,Singular matrix
0100101011100110,0,inf,-inf,0,Singular matrix
0100101011100111,0,inf,-inf,0,Singular matrix
0100101011101000,0,inf,-inf,0,Singular matrix
0100101011101001,0,inf,-inf,0,Singular matrix
0100101011101010,0,inf,-inf,0,Singular matrix
0100101011101011,0,inf,-inf,0,Singular matrix
0100101011101100,0,inf,-inf,0,Singular matrix
0100101011101101,0,inf,-inf,0,Singular matrix
0100101011101110,0,inf,-inf,0,Singular matrix
0100101011101111,0,inf,-inf,0,Singular matrix
0100101011110000,0,inf,-inf,0,Singular matrix
0100101011110001,0,inf,-inf,0,Singular matrix
0100101011110010,0,inf,-inf,0,Singular matrix
0100101011110011,0,inf,-inf,0,Singular matrix
0100101011110100,0,inf,-inf,0,Singular matrix
0100101011110101,0,inf,-inf,0,Singular matrix
0100101011110110,0,inf,-inf,0,Singular matrix
0100101011110111,0,inf,-inf,0,Singular matrix
0100101011111000,0,inf,-inf,0,Singular matrix
0100101011111001,0,inf,-inf,0,Singular matrix
0100101011111010,0,inf,-inf,0,Singular matrix
0100101011111011,0,inf,-inf,0,Singular matrix
0100101011111100,0,inf,-inf,0,Singular matrix
0100101011111101,0,inf,-inf,0,Singular matrix
0100101011111110,0,inf,-inf,0,Singular matrix
0100101011111111,0,inf,-inf,0,Singular matrix
0100101100000000,1,298.133898,-98.133898,179,
0100101100000001,0,inf,-inf,0,Singular matrix
0100101100000010,1,259.149949,-59.149949,179,
