strategy,feasible,expected_profit,expected_cost
0010010101111110,0,,
0010010101111111,0,,
0010010110000000,1,-69.775964,269.775964
0010010110000001,0,,
0010010110000010,1,-45.798966,245.798966
0010010110000011,0,,
0010010110000100,1,-69.775964,269.775964
0010010110000101,0,,
0010010110000110,1,-45.798966,245.798966
0010010110000111,0,,
0010010110001000,1,-69.775964,269.775964
0010010110001001,0,,
0010010110001010,1,-45.798966,245.798966
0010010110001011,0,,
0010010110001100,1,-69.775964,269.775964
0010010110001101,0,,
0010010110001110,1,-45.798966,245.798966
0010010110001111,0,,
0010010110010000,0,,
0010010110010001,0,,
0010010110010010,0,,
0010010110010011,0,,
0010010110010100,0,,
0010010110010101,0,,
0010010110010110,0,,
0010010110010111,0,,
0010010110011000,0,,
0010010110011001,0,,
0010010110011010,0,,
0010010110011011,0,,
0010010110011100,0,,
0010010110011101,0,,
0010010110011110,0,,
0010010110011111,0,,
0010010110100000,1,-29.726932,229.726932
0010010110100001,0,,
0010010110100010,1,-17.905564,217.905564
0010010110100011,0,,
0010010110100100,0,,
0010010110100101,0,,
0010010110100110,0,,
0010010110100111,0,,
0010010110101000,1,-29.726932,229.726932
0010010110101001,0,,
0010010110101010,1,-17.905564,217.905564
0010010110101011,0,,
0010010110101100,0,,
0010010110101101,0,,
0010010110101110,0,,
0010010110101111,0,,
0010010110110000,0,,
0010010110110001,0,,
0010010110110010,0,,
0010010110110011,0,,
0010010110110100,0,,
0010010110110101,0,,
0010010110110110,0,,
0010010110110111,0,,
0010010110111000,0,,
0010010110111001,0,,
0010010110111010,0,,
0010010110111011,0,,
0010010110111100,0,,
0010010110111101,0,,
0010010110111110,0,,
0010010110111111,0,,
0010010111000000,1,-10.464513,210.464513
0010010111000001,0,,
0010010111000010,1,-3.825281,203.825281
0010010111000011,0,,
0010010111000100,1,-10.464513,210.464513
0010010111000101,0,,
0010010111000110,1,-3.825281,203.825281
0010010111000111,0,,
0010010111001000,0,,
0010010111001001,0,,
0010010111001010,0,,
0010010111001011,0,,
0010010111001100,0,,
0010010111001101,0,,
0010010111001110,0,,
0010010111001111,0,,
0010010111010000,0,,
0010010111010001,0,,
0010010111010010,0,,
0010010111010011,0,,
0010010111010100,0,,
0010010111010101,0,,
0010010111010110,0,,
0010010111010111,0,,
0010010111011000,0,,
0010010111011001,0,,
0010010111011010,0,,
0010010111011011,0,,
0010010111011100,0,,
0010010111011101,0,,
0010010111011110,0,,
0010010111011111,0,,
0010010111100000,1,23.41242,176.58758
0010010111100001,1,38.626734,161.373266
0010010111100010,1,21.190198,178.809802
0010010111100011,1,36.404512,163.595488
0010010111100100,0,,
0010010111100101,0,,
0010010111100110,0,,
0010010111100111,0,,
0010010111101000,0,,
0010010111101001,0,,
0010010111101010,0,,
0010010111101011,0,,
0010010111101100,0,,
0010010111101101,0,,
0010010111101110,0,,
0010010111101111,0,,
0010010111110000,0,,
0010010111110001,0,,
0010010111110010,0,,
0010010111110011,0,,
0010010111110100,0,,
0010010111110101,0,,
0010010111110110,0,,
0010010111110111,0,,
0010010111111000,0,,
0010010111111001,0,,
0010010111111010,0,,
0010010111111011,0,,
0010010111111100,0,,
0010010111111101,0,,
0010010111111110,0,,
0010010111111111,0,,
0010011000000000,1,-134.557142,334.557142
0010011000000001,0,,
0010011000000010,1,-86.797199,286.797199
0010011000000011,0,,
0010011000000100,1,-134.557142,334.557142
0010011000000101,0,,
0010011000000110,1,-86.797199,286.797199
0010011000000111,0,,
0010011000001000,1,-134.557142,334.557142
0010011000001001,0,,
0010011000001010,1,-86.797199,286.797199
0010011000001011,0,,
0010011000001100,1,-134.557142,334.557142
0010011000001101,0,,
0010011000001110,1,-86.797199,286.797199
0010011000001111,0,,
0010011000010000,1,-134.557142,334.557142
0010011000010001,0,,
0010011000010010,1,-86.797199,286.797199
0010011000010011,0,,
0010011000010100,1,-134.557142,334.557142
0010011000010101,0,,
0010011000010110,1,-86.797199,286.797199
0010011000010111,0,,
0010011000011000,1,-134.557142,334.557142
0010011000011001,0,,
0010011000011010,1,-86.797199,286.797199
0010011000011011,0,,
0010011000011100,1,-134.557142,334.557142
0010011000011101,0,,
0010011000011110,1,-86.797199,286.797199
0010011000011111,0,,
0010011000100000,1,-88.42868,288.42868
0010011000100001,0,,
0010011000100010,1,-57.343127,257.343127
0010011000100011,0,,
0010011000100100,0,,
0010011000100101,0,,
0010011000100110,0,,
0010011000100111,0,,
0010011000101000,1,-88.42868,288.42868
0010011000101001,0,,
0010011000101010,1,-57.343127,257.343127
0010011000101011,0,,
0010011000101100,0,,
0010011000101101,0,,
0010011000101110,0,,
0010011000101111,0,,
0010011000110000,1,-88.42868,288.42868
0010011000110001,0,,
0010011000110010,1,-57.343127,257.343127
0010011000110011,0,,
0010011000110100,0,,
0010011000110101,0,,
0010011000110110,0,,
0010011000110111,0,,
0010011000111000,1,-88.42868,288.42868
0010011000111001,0,,
0010011000111010,1,-57.343127,257.343127
0010011000111011,0,,
0010011000111100,0,,
0010011000111101,0,,
0010011000111110,0,,
0010011000111111,0,,
0010011001000000,1,-66.848912,266.848912
0010011001000001,0,,
0010011001000010,1,-42.871914,242.871914
0010011001000011,0,,
0010011001000100,1,-66.848912,266.848912
0010011001000101,0,,
0010011001000110,1,-42.871914,242.871914
0010011001000111,0,,
0010011001001000,0,,
0010011001001001,0,,
0010011001001010,0,,
0010011001001011,0,,
0010011001001100,0,,
0010011001001101,0,,
0010011001001110,0,,
0010011001001111,0,,
0010011001010000,1,-66.848912,266.848912
0010011001010001,0,,
0010011001010010,1,-42.871914,242.871914
0010011001010011,0,,
0010011001010100,1,-66.848912,266.848912
0010011001010101,0,,
0010011001010110,1,-42.871914,242.871914
0010011001010111,0,,
0010011001011000,0,,
0010011001011001,0,,
0010011001011010,0,,
0010011001011011,0,,
0010011001011100,0,,
0010011001011101,0,,
0010011001011110,0,,
0010011001011111,0,,
0010011001100000,1,-26.79988,226.79988
0010011001100001,0,,
0010011001100010,1,-14.978511,214.978511
0010011001100011,0,,
0010011001100100,0,,
0010011001100101,0,,
0010011001100110,0,,
0010011001100111,0,,
0010011001101000,0,,
0010011001101001,0,,
0010011001101010,0,,
0010011001101011,0,,
0010011001101100,0,,
0010011001101101,0,,
0010011001101110,0,,
0010011001101111,0,,
0010011001110000,1,-26.79988,226.79988
0010011001110001,0,,
0010011001110010,1,-14.978511,214.978511
0010011001110011,0,,
0010011001110100,0,,
0010011001110101,0,,
0010011001110110,0,,
0010011001110111,0,,
0010011001111000,0,,
0010011001111001,0,,
0010011001111010,0,,
0010011001111011,0,,
0010011001111100,0,,
0010011001111101,0,,
0010011001111110,0,,
0010011001111111,0,,
0010011010000000,1,-66.848912,266.848912
0010011010000001,0,,
0010011010000010,1,-42.871914,242.871914
0010011010000011,0,,
0010011010000100,1,-66.848912,266.848912
0010011010000101,0,,
0010011010000110,1,-42.871914,242.871914
0010011010000111,0,,
0010011010001000,1,-66.848912,266.848912
0010011010001001,0,,
0010011010001010,1,-42.871914,242.871914
0010011010001011,0,,
0010011010001100,1,-66.848912,266.848912
0010011010001101,0,,
0010011010001110,1,-42.871914,242.871914
0010011010001111,0,,
0010011010010000,0,,
0010011010010001,0,,
0010011010010010,0,,
0010011010010011,0,,
0010011010010100,0,,
0010011010010101,0,,
0010011010010110,0,,
0010011010010111,0,,
0010011010011000,0,,
0010011010011001,0,,
0010011010011010,0,,
0010011010011011,0,,
0010011010011100,0,,
0010011010011101,0,,
0010011010011110,0,,
0010011010011111,0,,
0010011010100000,1,-26.79988,226.79988
0010011010100001,0,,
0010011010100010,1,-14.978511,214.978511
0010011010100011,0,,
0010011010100100,0,,
0010011010100101,0,,
0010011010100110,0,,
0010011010100111,0,,
0010011010101000,1,-26.79988,226.79988
0010011010101001,0,,
0010011010101010,1,-14.978511,214.978511
0010011010101011,0,,
0010011010101100,0,,
0010011010101101,0,,
0010011010101110,0,,
0010011010101111,0,,
0010011010110000,0,,
0010011010110001,0,,
0010011010110010,0,,
0010011010110011,0,,
0010011010110100,0,,
0010011010110101,0,,
0010011010110110,0,,
0010011010110111,0,,
0010011010111000,0,,
0010011010111001,0,,
0010011010111010,0,,
0010011010111011,0,,
0010011010111100,0,,
0010011010111101,0,,
0010011010111110,0,,
0010011010111111,0,,
0010011011000000,1,-8.330692,208.330692
0010011011000001,0,,
0010011011000010,1,-1.69146,201.69146
0010011011000011,0,,
0010011011000100,1,-8.330692,208.330692
0010011011000101,0,,
0010011011000110,1,-1.69146,201.69146
0010011011000111,0,,
0010011011001000,0,,
0010011011001001,0,,
0010011011001010,0,,
0010011011001011,0,,
0010011011001100,0,,
0010011011001101,0,,
0010011011001110,0,,
0010011011001111,0,,
0010011011010000,0,,
0010011011010001,0,,
0010011011010010,0,,
0010011011010011,0,,
0010011011010100,0,,
0010011011010101,0,,
0010011011010110,0,,
0010011011010111,0,,
0010011011011000,0,,
0010011011011001,0,,
0010011011011010,0,,
0010011011011011,0,,
0010011011011100,0,,
0010011011011101,0,,
0010011011011110,0,,
0010011011011111,0,,
0010011011100000,1,25.546241,174.453759
0010011011100001,1,40.547173,159.452827
0010011011100010,1,23.324019,176.675981
0010011011100011,1,38.32495,161.67505
0010011011100100,0,,
0010011011100101,0,,
0010011011100110,0,,
0010011011100111,0,,
0010011011101000,0,,
0010011011101001,0,,
0010011011101010,0,,
0010011011101011,0,,
0010011011101100,0,,
0010011011101101,0,,
0010011011101110,0,,
0010011011101111,0,,
0010011011110000,0,,
0010011011110001,0,,
0010011011110010,0,,
0010011011110011,0,,
0010011011110100,0,,
0010011011110101,0,,
0010011011110110,0,,
0010011011110111,0,,
0010011011111000,0,,
0010011011111001,0,,
0010011011111010,0,,
0010011011111011,0,,
0010011011111100,0,,
0010011011111101,0,,
0010011011111110,0,,
0010011011111111,0,,
0010011100000000,1,-105.361187,305.361187
0010011100000001,0,,
0010011100000010,1,-66.377239,266.377239
0010011100000011,0,,
0010011100000100,1,-105.361187,305.361187
0010011100000101,0,,
0010011100000110,1,-66.377239,266.377239
0010011100000111,0,,
0010011100001000,1,-105.361187,305.361187
0010011100001001,0,,
0010011100001010,1,-66.377239,266.377239
0010011100001011,0,,
0010011100001100,1,-105.361187,305.361187
0010011100001101,0,,
0010011100001110,1,-66.377239,266.377239
0010011100001111,0,,
0010011100010000,1,-105.361187,305.361187
0010011100010001,0,,
0010011100010010,1,-66.377239,266.377239
0010011100010011,0,,
0010011100010100,1,-105.361187,305.361187
0010011100010101,0,,
0010011100010110,1,-66.377239,266.377239
0010011100010111,0,,
0010011100011000,1,-105.361187,305.361187
0010011100011001,0,,
0010011100011010,1,-66.377239,266.377239
0010011100011011,0,,
0010011100011100,1,-105.361187,305.361187
0010011100011101,0,,
0010011100011110,1,-66.377239,266.377239
0010011100011111,0,,
0010011100100000,1,-87.912446,287.912446
0010011100100001,0,,
0010011100100010,1,-56.826892,256.826892
0010011100100011,0,,
0010011100100100,1,-83.369578,283.369578
0010011100100101,0,,
0010011100100110,1,-52.284024,252.284024
0010011100100111,0,,
0010011100101000,1,-87.912446,287.912446
0010011100101001,0,,
0010011100101010,1,-56.826892,256.826892
0010011100101011,0,,
0010011100101100,1,-83.369578,283.369578
0010011100101101,0,,
0010011100101110,1,-52.284024,252.284024
0010011100101111,0,,
0010011100110000,1,-87.912446,287.912446
0010011100110001,0,,
0010011100110010,1,-56.826892,256.826892
0010011100110011,0,,
0010011100110100,1,-83.369578,283.369578
0010011100110101,0,,
0010011100110110,1,-52.284024,252.284024
0010011100110111,0,,
0010011100111000,1,-87.912446,287.912446
0010011100111001,0,,
0010011100111010,1,-56.826892,256.826892
0010011100111011,0,,
0010011100111100,1,-83.369578,283.369578
0010011100111101,0,,
0010011100111110,1,-52.284024,252.284024
0010011100111111,0,,
0010011101000000,1,-42.185385,242.185385
0010011101000001,0,,
0010011101000010,1,-24.606087,224.606087
0010011101000011,0,,
0010011101000100,1,-42.185385,242.185385
0010011101000101,0,,
0010011101000110,1,-24.606087,224.606087
0010011101000111,0,,
0010011101001000,0,,
0010011101001001,0,,
0010011101001010,0,,
0010011101001011,0,,
0010011101001100,0,,
0010011101001101,0,,
0010011101001110,0,,
0010011101001111,0,,
0010011101010000,1,-42.185385,242.185385
0010011101010001,0,,
0010011101010010,1,-24.606087,224.606087
0010011101010011,0,,
0010011101010100,1,-42.185385,242.185385
0010011101010101,0,,
0010011101010110,1,-24.606087,224.606087
0010011101010111,0,,
0010011101011000,0,,
0010011101011001,0,,
0010011101011010,0,,
0010011101011011,0,,
0010011101011100,0,,
0010011101011101,0,,
0010011101011110,0,,
0010011101011111,0,,
0010011101100000,1,-26.423545,226.423545
0010011101100001,0,,
0010011101100010,1,-14.602176,214.602176
0010011101100011,0,,
0010011101100100,1,-23.111794,223.111794
0010011101100101,0,,
0010011101100110,1,-11.290426,211.290426
0010011101100111,0,,
0010011101101000,0,,
0010011101101001,0,,
0010011101101010,0,,
0010011101101011,0,,
0010011101101100,0,,
0010011101101101,0,,
0010011101101110,0,,
0010011101101111,0,,
0010011101110000,1,-26.423545,226.423545
0010011101110001,0,,
0010011101110010,1,-14.602176,214.602176
0010011101110011,0,,
0010011101110100,1,-23.111794,223.111794
0010011101110101,0,,
0010011101110110,1,-11.290426,211.290426
0010011101110111,0,,
0010011101111000,0,,
0010011101111001,0,,
0010011101111010,0,,
0010011101111011,0,,
0010011101111100,0,,
0010011101111101,0,,
0010011101111110,0,,
0010011101111111,0,,
0010011110000000,1,-42.185385,242.185385
0010011110000001,0,,
0010011110000010,1,-24.606087,224.606087
0010011110000011,0,,
0010011110000100,1,-42.185385,242.185385
0010011110000101,0,,
0010011110000110,1,-24.606087,224.606087
0010011110000111,0,,
0010011110001000,1,-42.185385,242.185385
0010011110001001,0,,
0010011110001010,1,-24.606087,224.606087
0010011110001011,0,,
0010011110001100,1,-42.185385,242.185385
0010011110001101,0,,
0010011110001110,1,-24.606087,224.606087
0010011110001111,0,,
0010011110010000,0,,
0010011110010001,0,,
0010011110010010,0,,
0010011110010011,0,,
0010011110010100,0,,
0010011110010101,0,,
0010011110010110,0,,
0010011110010111,0,,
0010011110011000,0,,
0010011110011001,0,,
0010011110011010,0,,
0010011110011011,0,,
0010011110011100,0,,
0010011110011101,0,,
0010011110011110,0,,
0010011110011111,0,,
0010011110100000,1,-26.423545,226.423545
0010011110100001,0,,
0010011110100010,1,-14.602176,214.602176
0010011110100011,0,,
0010011110100100,1,-23.111794,223.111794
0010011110100101,0,,
0010011110100110,1,-11.290426,211.290426
0010011110100111,0,,
0010011110101000,1,-26.423545,226.423545
0010011110101001,0,,
0010011110101010,1,-14.602176,214.602176
0010011110101011,0,,
0010011110101100,1,-23.111794,223.111794
0010011110101101,0,,
0010011110101110,1,-11.290426,211.290426
0010011110101111,0,,
0010011110110000,0,,
0010011110110001,0,,
0010011110110010,0,,
0010011110110011,0,,
0010011110110100,0,,
0010011110110101,0,,
0010011110110110,0,,
0010011110110111,0,,
0010011110111000,0,,
0010011110111001,0,,
0010011110111010,0,,
0010011110111011,0,,
0010011110111100,0,,
0010011110111101,0,,
0010011110111110,0,,
0010011110111111,0,,
0010011111000000,1,12.112803,187.887197
0010011111000001,0,,
0010011111000010,1,14.088111,185.911889
0010011111000011,0,,
0010011111000100,1,12.112803,187.887197
0010011111000101,0,,
0010011111000110,1,14.088111,185.911889
0010011111000111,0,,
0010011111001000,0,,
0010011111001001,0,,
0010011111001010,0,,
0010011111001011,0,,
0010011111001100,0,,
0010011111001101,0,,
0010011111001110,0,,
0010011111001111,0,,
0010011111010000,0,,
0010011111010001,0,,
0010011111010010,0,,
0010011111010011,0,,
0010011111010100,0,,
0010011111010101,0,,
0010011111010110,0,,
0010011111010111,0,,
0010011111011000,0,,
0010011111011001,0,,
0010011111011010,0,,
0010011111011011,0,,
0010011111011100,0,,
0010011111011101,0,,
0010011111011110,0,,
0010011111011111,0,,
0010011111100000,1,25.82059,174.17941
0010011111100001,1,40.794086,159.205914
0010011111100010,1,23.598367,176.401633
0010011111100011,1,38.571864,161.428136
0010011111100100,1,28.234856,171.765144
0010011111100101,1,42.966926,157.033074
0010011111100110,1,26.012634,173.987366
0010011111100111,1,40.744704,159.255296
0010011111101000,0,,
0010011111101001,0,,
0010011111101010,0,,
0010011111101011,0,,
0010011111101100,0,,
0010011111101101,0,,
0010011111101110,0,,
0010011111101111,0,,
0010011111110000,0,,
0010011111110001,0,,
0010011111110010,0,,
0010011111110011,0,,
0010011111110100,0,,
0010011111110101,0,,
0010011111110110,0,,
0010011111110111,0,,
0010011111111000,0,,
0010011111111001,0,,
0010011111111010,0,,
0010011111111011,0,,
0010011111111100,0,,
0010011111111101,0,,
0010011111111110,0,,
0010011111111111,0,,
0010100000000000,1,-165.977368,365.977368
0010100000000001,0,,
0010100000000010,1,-108.466321,308.466321
0010100000000011,0,,
0010100000000100,1,-165.977368,365.977368
0010100000000101,0,,
0010100000000110,1,-108.466321,308.466321
0010100000000111,0,,
0010100000001000,1,-165.977368,365.977368
0010100000001001,0,,
0010100000001010,1,-108.466321,308.466321
0010100000001011,0,,
0010100000001100,1,-165.977368,365.977368
0010100000001101,0,,
0010100000001110,1,-108.466321,308.466321
0010100000001111,0,,
0010100000010000,1,-165.977368,365.977368
0010100000010001,0,,
0010100000010010,1,-108.466321,308.466321
0010100000010011,0,,
0010100000010100,1,-165.977368,365.977368
0010100000010101,0,,
0010100000010110,1,-108.466321,308.466321
0010100000010111,0,,
0010100000011000,1,-165.977368,365.977368
0010100000011001,0,,
0010100000011010,1,-108.466321,308.466321
0010100000011011,0,,
0010100000011100,1,-165.977368,365.977368
0010100000011101,0,,
0010100000011110,1,-108.466321,308.466321
0010100000011111,0,,
0010100000100000,1,-89.191561,289.191561
0010100000100001,0,,
0010100000100010,1,-58.106007,258.106007
0010100000100011,0,,
0010100000100100,0,,
0010100000100101,0,,
0010100000100110,0,,
0010100000100111,0,,
0010100000101000,1,-89.191561,289.191561
0010100000101001,0,,
0010100000101010,1,-58.106007,258.106007
0010100000101011,0,,
0010100000101100,0,,
0010100000101101,0,,
0010100000101110,0,,
0010100000101111,0,,
0010100000110000,1,-89.191561,289.191561
0010100000110001,0,,
0010100000110010,1,-58.106007,258.106007
0010100000110011,0,,
0010100000110100,0,,
0010100000110101,0,,
0010100000110110,0,,
0010100000110111,0,,
0010100000111000,1,-89.191561,289.191561
0010100000111001,0,,
0010100000111010,1,-58.106007,258.106007
0010100000111011,0,,
0010100000111100,0,,
0010100000111101,0,,
0010100000111110,0,,
0010100000111111,0,,
0010100001000000,1,-92.300443,292.300443
0010100001000001,0,,
0010100001000010,1,-61.214889,261.214889
0010100001000011,0,,
0010100001000100,1,-92.300443,292.300443
0010100001000101,0,,
0010100001000110,1,-61.214889,261.214889
0010100001000111,0,,
0010100001001000,0,,
0010100001001001,0,,
0010100001001010,0,,
0010100001001011,0,,
0010100001001100,0,,
0010100001001101,0,,
0010100001001110,0,,
0010100001001111,0,,
0010100001010000,1,-92.300443,292.300443
0010100001010001,0,,
0010100001010010,1,-61.214889,261.214889
0010100001010011,0,,
0010100001010100,1,-92.300443,292.300443
0010100001010101,0,,
0010100001010110,1,-61.214889,261.214889
0010100001010111,0,,
0010100001011000,0,,
0010100001011001,0,,
0010100001011010,0,,
0010100001011011,0,,
0010100001011100,0,,
0010100001011101,0,,
0010100001011110,0,,
0010100001011111,0,,
0010100001100000,1,-26.474652,226.474652
0010100001100001,0,,
0010100001100010,1,-14.653283,214.653283
0010100001100011,0,,
0010100001100100,0,,
0010100001100101,0,,
0010100001100110,0,,
0010100001100111,0,,
0010100001101000,0,,
0010100001101001,0,,
0010100001101010,0,,
0010100001101011,0,,
0010100001101100,0,,
0010100001101101,0,,
0010100001101110,0,,
0010100001101111,0,,
0010100001110000,1,-26.474652,226.474652
0010100001110001,0,,
0010100001110010,1,-14.653283,214.653283
0010100001110011,0,,
0010100001110100,0,,
0010100001110101,0,,
0010100001110110,0,,
0010100001110111,0,,
0010100001111000,0,,
0010100001111001,0,,
0010100001111010,0,,
0010100001111011,0,,
0010100001111100,0,,
0010100001111101,0,,
0010100001111110,0,,
0010100001111111,0,,
0010100010000000,1,-93.509452,293.509452
0010100010000001,0,,
0010100010000010,1,-62.423898,262.423898
0010100010000011,0,,
0010100010000100,1,-93.509452,293.509452
0010100010000101,0,,
0010100010000110,1,-62.423898,262.423898
0010100010000111,0,,
0010100010001000,1,-93.509452,293.509452
0010100010001001,0,,
0010100010001010,1,-62.423898,262.423898
0010100010001011,0,,
0010100010001100,1,-93.509452,293.509452
0010100010001101,0,,
0010100010001110,1,-62.423898,262.423898
0010100010001111,0,,
0010100010010000,0,,
0010100010010001,0,,
0010100010010010,0,,
0010100010010011,0,,
0010100010010100,0,,
0010100010010101,0,,
0010100010010110,0,,
0010100010010111,0,,
0010100010011000,0,,
0010100010011001,0,,
0010100010011010,0,,
0010100010011011,0,,
0010100010011100,0,,
0010100010011101,0,,
0010100010011110,0,,
0010100010011111,0,,
0010100010100000,1,-27.35602,227.35602
0010100010100001,0,,
0010100010100010,1,-15.534651,215.534651
0010100010100011,0,,
0010100010100100,0,,
0010100010100101,0,,
0010100010100110,0,,
0010100010100111,0,,
0010100010101000,1,-27.35602,227.35602
0010100010101001,0,,
0010100010101010,1,-15.534651,215.534651
0010100010101011,0,,
0010100010101100,0,,
0010100010101101,0,,
0010100010101110,0,,
0010100010101111,0,,
0010100010110000,0,,
0010100010110001,0,,
0010100010110010,0,,
0010100010110011,0,,
0010100010110100,0,,
0010100010110101,0,,
0010100010110110,0,,
0010100010110111,0,,
0010100010111000,0,,
0010100010111001,0,,
0010100010111010,0,,
0010100010111011,0,,
0010100010111100,0,,
0010100010111101,0,,
0010100010111110,0,,
0010100010111111,0,,
0010100011000000,1,-29.622395,229.622395
0010100011000001,0,,
0010100011000010,1,-17.801026,217.801026
0010100011000011,0,,
0010100011000100,1,-29.622395,229.622395
0010100011000101,0,,
0010100011000110,1,-17.801026,217.801026
0010100011000111,0,,
0010100011001000,0,,
0010100011001001,0,,
0010100011001010,0,,
0010100011001011,0,,
0010100011001100,0,,
0010100011001101,0,,
0010100011001110,0,,
0010100011001111,0,,
0010100011010000,0,,
0010100011010001,0,,
0010100011010010,0,,
0010100011010011,0,,
0010100011010100,0,,
0010100011010101,0,,
0010100011010110,0,,
0010100011010111,0,,
0010100011011000,0,,
0010100011011001,0,,
0010100011011010,0,,
0010100011011011,0,,
0010100011011100,0,,
0010100011011101,0,,
0010100011011110,0,,
0010100011011111,0,,
0010100011100000,1,25.783332,174.216668
0010100011100001,1,40.760555,159.239445
0010100011100010,1,23.56111,176.43889
0010100011100011,1,38.538333,161.461667
0010100011100100,0,,
0010100011100101,0,,
0010100011100110,0,,
0010100011100111,0,,
0010100011101000,0,,
0010100011101001,0,,
0010100011101010,0,,
0010100011101011,0,,
0010100011101100,0,,
0010100011101101,0,,
0010100011101110,0,,
0010100011101111,0,,
0010100011110000,0,,
0010100011110001,0,,
0010100011110010,0,,
0010100011110011,0,,
0010100011110100,0,,
0010100011110101,0,,
0010100011110110,0,,
0010100011110111,0,,
0010100011111000,0,,
0010100011111001,0,,
0010100011111010,0,,
0010100011111011,0,,
0010100011111100,0,,
0010100011111101,0,,
0010100011111110,0,,
0010100011111111,0,,
0010100100000000,1,-134.557142,334.557142
0010100100000001,0,,
0010100100000010,1,-86.797199,286.797199
0010100100000011,0,,
0010100100000100,1,-134.557142,334.557142
0010100100000101,0,,
0010100100000110,1,-86.797199,286.797199
0010100100000111,0,,
0010100100001000,1,-134.557142,334.557142
0010100100001001,0,,
0010100100001010,1,-86.797199,286.797199
0010100100001011,0,,
0010100100001100,1,-134.557142,334.557142
0010100100001101,0,,
0010100100001110,1,-86.797199,286.797199
0010100100001111,0,,
0010100100010000,1,-134.557142,334.557142
0010100100010001,0,,
0010100100010010,1,-86.797199,286.797199
0010100100010011,0,,
0010100100010100,1,-134.557142,334.557142
0010100100010101,0,,
0010100100010110,1,-86.797199,286.797199
0010100100010111,0,,
0010100100011000,1,-134.557142,334.557142
0010100100011001,0,,
0010100100011010,1,-86.797199,286.797199
0010100100011011,0,,
0010100100011100,1,-134.557142,334.557142
0010100100011101,0,,
0010100100011110,1,-86.797199,286.797199
0010100100011111,0,,
0010100100100000,1,-89.191561,289.191561
0010100100100001,0,,
0010100100100010,1,-58.106007,258.106007
0010100100100011,0,,
0010100100100100,0,,
0010100100100101,0,,
0010100100100110,0,,
0010100100100111,0,,
0010100100101000,1,-89.191561,289.191561
0010100100101001,0,,
0010100100101010,1,-58.106007,258.106007
0010100100101011,0,,
0010100100101100,0,,
0010100100101101,0,,
0010100100101110,0,,
0010100100101111,0,,
0010100100110000,1,-89.191561,289.191561
0010100100110001,0,,
0010100100110010,1,-58.106007,258.106007
0010100100110011,0,,
0010100100110100,0,,
0010100100110101,0,,
0010100100110110,0,,
0010100100110111,0,,
0010100100111000,1,-89.191561,289.191561
0010100100111001,0,,
0010100100111010,1,-58.106007,258.106007
0010100100111011,0,,
0010100100111100,0,,
0010100100111101,0,,
0010100100111110,0,,
0010100100111111,0,,
0010100101000000,1,-65.760803,265.760803
0010100101000001,0,,
0010100101000010,1,-41.783805,241.783805
0010100101000011,0,,
0010100101000100,1,-65.760803,265.760803
0010100101000101,0,,
0010100101000110,1,-41.783805,241.783805
0010100101000111,0,,
0010100101001000,0,,
0010100101001001,0,,
0010100101001010,0,,
0010100101001011,0,,
0010100101001100,0,,
0010100101001101,0,,
0010100101001110,0,,
0010100101001111,0,,
0010100101010000,1,-65.760803,265.760803
0010100101010001,0,,
0010100101010010,1,-41.783805,241.783805
0010100101010011,0,,
0010100101010100,1,-65.760803,265.760803
0010100101010101,0,,
0010100101010110,1,-41.783805,241.783805
0010100101010111,0,,
0010100101011000,0,,
0010100101011001,0,,
0010100101011010,0,,
0010100101011011,0,,
0010100101011100,0,,
0010100101011101,0,,
0010100101011110,0,,
0010100101011111,0,,
0010100101100000,1,-26.474652,226.474652
0010100101100001,0,,
0010100101100010,1,-14.653283,214.653283
0010100101100011,0,,
0010100101100100,0,,
0010100101100101,0,,
0010100101100110,0,,
0010100101100111,0,,
0010100101101000,0,,
0010100101101001,0,,
0010100101101010,0,,
0010100101101011,0,,
0010100101101100,0,,
0010100101101101,0,,
0010100101101110,0,,
0010100101101111,0,,
0010100101110000,1,-26.474652,226.474652
0010100101110001,0,,
0010100101110010,1,-14.653283,214.653283
0010100101110011,0,,
0010100101110100,0,,
0010100101110101,0,,
0010100101110110,0,,
0010100101110111,0,,
0010100101111000,0,,
0010100101111001,0,,
0010100101111010,0,,
0010100101111011,0,,
0010100101111100,0,,
0010100101111101,0,,
0010100101111110,0,,
0010100101111111,0,,
0010100110000000,1,-66.848912,266.848912
0010100110000001,0,,
0010100110000010,1,-42.871914,242.871914
0010100110000011,0,,
0010100110000100,1,-66.848912,266.848912
0010100110000101,0,,
0010100110000110,1,-42.871914,242.871914
0010100110000111,0,,
0010100110001000,1,-66.848912,266.848912
0010100110001001,0,,
0010100110001010,1,-42.871914,242.871914
0010100110001011,0,,
0010100110001100,1,-66.848912,266.848912
0010100110001101,0,,
0010100110001110,1,-42.871914,242.871914
0010100110001111,0,,
0010100110010000,0,,
0010100110010001,0,,
0010100110010010,0,,
0010100110010011,0,,
0010100110010100,0,,
0010100110010101,0,,
0010100110010110,0,,
0010100110010111,0,,
0010100110011000,0,,
0010100110011001,0,,
0010100110011010,0,,
0010100110011011,0,,
0010100110011100,0,,
0010100110011101,0,,
0010100110011110,0,,
0010100110011111,0,,
0010100110100000,1,-27.35602,227.35602
0010100110100001,0,,
0010100110100010,1,-15.534651,215.534651
0010100110100011,0,,
0010100110100100,0,,
0010100110100101,0,,
0010100110100110,0,,
